商品ID,商品規格ID,親規格組合わせID,規格組合わせID,親規格分類ID,規格分類ID,親規格分類名,規格分類名,メーカーID,メーカー名,商品名,表示ステータス(公開・非公開),メーカーURL(コメント1),コメント2,検索ワード(コメント3),コメント4,コメント5,コメント6,備考欄(SHOP専用),一覧-メインコメント,一覧-メイン画像,詳細-メインコメント,詳細-メイン画像,詳細-メイン拡大画像,詳細-サブタイトル(1),詳細-サブコメント(1),詳細-サブ画像(1),詳細-サブ拡大画像(1),詳細-サブタイトル(2),詳細-サブコメント(2),詳細-サブ画像(2),詳細-サブ拡大画像(2),詳細-サブタイトル(3),詳細-サブコメント(3),詳細-サブ画像(3),詳細-サブ拡大画像(3),詳細-サブタイトル(4),詳細-サブコメント(4),詳細-サブ画像(4),詳細-サブ拡大画像(4),詳細-サブタイトル(5),詳細-サブコメント(5),詳細-サブ画像(5),詳細-サブ拡大画像(5),発送日目安ID,削除フラグ,商品種別ID,商品コード,f,在庫無制限フラグ,購入制限数,通常価格,販売価格,送料,ポイント付与率,ダウンロードファイル名,ダウンロード実ファイル,関連商品ID(1),関連商品コメント(1),関連商品ID(2),関連商品コメント(2),関連商品ID(3),関連商品コメント(3),関連商品ID(4),関連商品コメント(4),関連商品ID(5),関連商品コメント(5),関連商品ID(6),関連商品コメント(6),商品ステータス,商品ステータス名,カテゴリID,カテゴリ名
500428,,,,,,,,6,パナソニック,【パナソニック】 天井ビルトイン1方向タイプ 16畳程度 シングル,1,,"XCS-B502CC2/S-wood｜【パナソニック ハウジングエアコン】 天井ビルトイン1方向タイプ 16畳程度 シングル 単相200V ワイヤレス｜販売価格:649,782｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>天井ビルトイン1方向タイプ 16畳程度<br>シングル 単相200V ワイヤレス,XCS-B502CC2-S-wood,木目調,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/xcs-b502cc2-s-wood.jpg,"【パナソニック ハウジングエアコン】<br>天井ビルトイン1方向タイプ 16畳程度<br>シングル 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/xcs-b502cc2-s-wood.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,panasonic_housing/201403/sub/cu-b502cc2.jpg,,,,panasonic_housing/201403/sub/rc2.jpg,,,,panasonic_housing/201403/sub/panel6.jpg,,"<div class=""set"">▼セット内容<br />室内機：CS-B502CC2 x 1<br />室外機：CU-B502CC2 x 1<br />リモコン：同梱リモコン x 1<br />パネル：CZ-BT21-M x 1<br /></div>",,,,,,,2,0,1,XCS-B502CC2-S-wood,,1,,618840,618840,,0,,,,,,,,,,,,,,,,,"200201,210010",
500429,,,,,,,,6,パナソニック,【パナソニック】 天井ビルトイン1方向タイプ 18畳程度 シングル,1,,"XCS-B562CC2/S｜【パナソニック ハウジングエアコン】 天井ビルトイン1方向タイプ 18畳程度 シングル 単相200V ワイヤレス｜販売価格:751,842｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>天井ビルトイン1方向タイプ 18畳程度<br>シングル 単相200V ワイヤレス,XCS-B562CC2-S,"フレッシュホワイト,ホワイト,ブラウン",,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/xcs-b562cc2-s.jpg,"【パナソニック ハウジングエアコン】<br>天井ビルトイン1方向タイプ 18畳程度<br>シングル 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/xcs-b562cc2-s.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,panasonic_housing/201403/sub/cu-b562cc2.jpg,,,,panasonic_housing/201403/sub/rc2.jpg,,,,panasonic_housing/201403/sub/panel5.jpg,,"<div class=""set"">▼セット内容<br />室内機：CS-B562CC2 x 1<br />室外機：CU-B562CC2 x 1<br />リモコン：同梱リモコン x 1<br />パネル：CZ-BT21-WF x 1<br /></div>",,,,,,,2,0,1,XCS-B562CC2-S,,1,,716040,716040,,0,,,,,,,,,,,,,,,,,"200201,210014",
500430,,,,,,,,6,パナソニック,【パナソニック】 天井ビルトイン1方向タイプ 18畳程度 シングル,1,,"XCS-B562CC2/S-wood｜【パナソニック ハウジングエアコン】 天井ビルトイン1方向タイプ 18畳程度 シングル 単相200V ワイヤレス｜販売価格:763,182｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>天井ビルトイン1方向タイプ 18畳程度<br>シングル 単相200V ワイヤレス,XCS-B562CC2-S-wood,木目調,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/xcs-b562cc2-s-wood.jpg,"【パナソニック ハウジングエアコン】<br>天井ビルトイン1方向タイプ 18畳程度<br>シングル 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/xcs-b562cc2-s-wood.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,panasonic_housing/201403/sub/cu-b562cc2.jpg,,,,panasonic_housing/201403/sub/rc2.jpg,,,,panasonic_housing/201403/sub/panel6.jpg,,"<div class=""set"">▼セット内容<br />室内機：CS-B562CC2 x 1<br />室外機：CU-B562CC2 x 1<br />リモコン：同梱リモコン x 1<br />パネル：CZ-BT21-M x 1<br /></div>",,,,,,,2,0,1,XCS-B562CC2-S-wood,,1,,726840,726840,,0,,,,,,,,,,,,,,,,,"200201,210014",
500431,,,,,,,,6,パナソニック,【パナソニック】 天井ビルトイン2方向タイプ 14畳程度 シングル,1,,"XCS-B402CW2/S｜【パナソニック ハウジングエアコン】 天井ビルトイン2方向タイプ 14畳程度 シングル 単相200V ワイヤレス｜販売価格:589,680｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>天井ビルトイン2方向タイプ 14畳程度<br>シングル 単相200V ワイヤレス,XCS-B402CW2-S,"ホワイト,ライトブラウン",,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/xcs-b402cw2-s.jpg,"【パナソニック ハウジングエアコン】<br>天井ビルトイン2方向タイプ 14畳程度<br>シングル 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/xcs-b402cw2-s.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,panasonic_housing/201403/sub/cu-b402cw2.jpg,,,,panasonic_housing/201403/sub/rc2.jpg,,,,panasonic_housing/201403/sub/panel7.jpg,,"<div class=""set"">▼セット内容<br />室内機：CS-B402CW2 x 1<br />室外機：CU-B402CW2 x 1<br />リモコン：同梱リモコン x 1<br />パネル：CZ-BT15P-W x 1<br /></div>",,,,,,,2,0,1,XCS-B402CW2-S,,1,,561600,561600,,0,,,,,,,,,,,,,,,,,"200202,210037",
500432,,,,,,,,6,パナソニック,【パナソニック】 天井ビルトイン2方向タイプ 16畳程度 シングル,1,,"XCS-B502CW2/S｜【パナソニック ハウジングエアコン】 天井ビルトイン2方向タイプ 16畳程度 シングル 単相200V ワイヤレス｜販売価格:686,070｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>天井ビルトイン2方向タイプ 16畳程度<br>シングル 単相200V ワイヤレス,XCS-B502CW2-S,"ホワイト,ライトブラウン",,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/xcs-b502cw2-s.jpg,"【パナソニック ハウジングエアコン】<br>天井ビルトイン2方向タイプ 16畳程度<br>シングル 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/xcs-b502cw2-s.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,panasonic_housing/201403/sub/cu-b502cw2.jpg,,,,panasonic_housing/201403/sub/rc2.jpg,,,,panasonic_housing/201403/sub/panel7.jpg,,"<div class=""set"">▼セット内容<br />室内機：CS-B502CW2 x 1<br />室外機：CU-B502CW2 x 1<br />リモコン：同梱リモコン x 1<br />パネル：CZ-BT15P-W x 1<br /></div>",,,,,,,2,0,1,XCS-B502CW2-S,,1,,653400,653400,,0,,,,,,,,,,,,,,,,,"200202,210040",
500433,,,,,,,,6,パナソニック,【パナソニック】 壁ビルトイン 6畳程度 シングル,1,,"XCS-B221CK2/S｜【パナソニック ハウジングエアコン】 壁ビルトイン 6畳程度 シングル 単相200V ワイヤレス｜販売価格:340,200｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>壁ビルトイン 6畳程度<br>シングル 単相200V ワイヤレス,XCS-B221CK2-S,和風グリル,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/xcs-b221ck2-s.jpg,"【パナソニック ハウジングエアコン】<br>壁ビルトイン 6畳程度<br>シングル 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/xcs-b221ck2-s.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,panasonic_housing/201403/sub/cu-b221cg2.jpg,,,,panasonic_housing/201403/sub/rc1.jpg,,,,panasonic_housing/201403/sub/panel8.jpg,,"<div class=""set"">▼セット内容<br />室内機：CS-B221CK2 x 1<br />室外機：CU-B221CG2 x 1<br />リモコン：同梱リモコン x 1<br />前面グリル：CZ-BKG12 x 1<br /></div>",,,,,,,2,0,1,XCS-B221CK2-S,,1,,324000,324000,,0,,,,,,,,,,,,,,,,,"200204,210093",
500434,,,,,,,,6,パナソニック,【パナソニック】 壁ビルトイン 8畳程度 シングル,1,,"XCS-B251CK2/S｜【パナソニック ハウジングエアコン】 壁ビルトイン 8畳程度 シングル 単相200V ワイヤレス｜販売価格:351,540｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>壁ビルトイン 8畳程度<br>シングル 単相200V ワイヤレス,XCS-B251CK2-S,和風グリル,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/xcs-b251ck2-s.jpg,"【パナソニック ハウジングエアコン】<br>壁ビルトイン 8畳程度<br>シングル 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/xcs-b251ck2-s.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,panasonic_housing/201403/sub/cu-b251cg2.jpg,,,,panasonic_housing/201403/sub/rc1.jpg,,,,panasonic_housing/201403/sub/panel8.jpg,,"<div class=""set"">▼セット内容<br />室内機：CS-B251CK2 x 1<br />室外機：CU-B251CG2 x 1<br />リモコン：同梱リモコン x 1<br />前面グリル：CZ-BKG12 x 1<br /></div>",,,,,,,2,0,1,XCS-B251CK2-S,,1,,334800,334800,,0,,,,,,,,,,,,,,,,,"200204,210094",
500435,,,,,,,,6,パナソニック,【パナソニック】 壁ビルトイン 10畳程度 シングル,1,,"XCS-B281CK2/S｜【パナソニック ハウジングエアコン】 壁ビルトイン 10畳程度 シングル 単相200V ワイヤレス｜販売価格:374,220｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>壁ビルトイン 10畳程度<br>シングル 単相200V ワイヤレス,XCS-B281CK2-S,和風グリル,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/xcs-b281ck2-s.jpg,"【パナソニック ハウジングエアコン】<br>壁ビルトイン 10畳程度<br>シングル 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/xcs-b281ck2-s.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,panasonic_housing/201403/sub/cu-b281cg2.jpg,,,,panasonic_housing/201403/sub/rc1.jpg,,,,panasonic_housing/201403/sub/panel8.jpg,,"<div class=""set"">▼セット内容<br />室内機：CS-B281CK2 x 1<br />室外機：CU-B281CG2 x 1<br />リモコン：同梱リモコン x 1<br />前面グリル：CZ-BKG12 x 1<br /></div>",,,,,,,2,0,1,XCS-B281CK2-S,,1,,356400,356400,,0,,,,,,,,,,,,,,,,,"200204,210095",
500436,,,,,,,,6,パナソニック,【パナソニック】 壁ビルトイン 12畳程度 シングル,1,,"XCS-B361CK2/S｜【パナソニック ハウジングエアコン】 壁ビルトイン 12畳程度 シングル 単相200V ワイヤレス｜販売価格:408,240｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>壁ビルトイン 12畳程度<br>シングル 単相200V ワイヤレス,XCS-B361CK2-S,和風グリル,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/xcs-b361ck2-s.jpg,"【パナソニック ハウジングエアコン】<br>壁ビルトイン 12畳程度<br>シングル 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/xcs-b361ck2-s.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,panasonic_housing/201403/sub/cu-b361cg2.jpg,,,,panasonic_housing/201403/sub/rc1.jpg,,,,panasonic_housing/201403/sub/panel8.jpg,,"<div class=""set"">▼セット内容<br />室内機：CS-B361CK2 x 1<br />室外機：CU-B361CG2 x 1<br />リモコン：同梱リモコン x 1<br />前面グリル：CZ-BKG12 x 1<br /></div>",,,,,,,2,0,1,XCS-B361CK2-S,,1,,388800,388800,,0,,,,,,,,,,,,,,,,,"200204,210096",
500437,,,,,,,,6,パナソニック,【パナソニック】 壁ビルトイン 14畳程度 シングル,1,,"XCS-B401CK2/S｜【パナソニック ハウジングエアコン】 壁ビルトイン 14畳程度 シングル 単相200V ワイヤレス｜販売価格:470,610｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>壁ビルトイン 14畳程度<br>シングル 単相200V ワイヤレス,XCS-B401CK2-S,和風グリル,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/xcs-b401ck2-s.jpg,"【パナソニック ハウジングエアコン】<br>壁ビルトイン 14畳程度<br>シングル 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/xcs-b401ck2-s.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,panasonic_housing/201403/sub/cu-b401cg2.jpg,,,,panasonic_housing/201403/sub/rc1.jpg,,,,panasonic_housing/201403/sub/panel8.jpg,,"<div class=""set"">▼セット内容<br />室内機：CS-B401CK2 x 1<br />室外機：CU-B401CG2 x 1<br />リモコン：同梱リモコン x 1<br />前面グリル：CZ-BKG12 x 1<br /></div>",,,,,,,2,0,1,XCS-B401CK2-S,,1,,448200,448200,,0,,,,,,,,,,,,,,,,,"200204,210097",
500438,,,,,,,,6,パナソニック,【パナソニック】 フリービルトイン 10畳程度 シングル,1,,"XCS-B281CA2/S｜【パナソニック ハウジングエアコン】 フリービルトイン 10畳程度 シングル 単相200V ワイヤレス｜販売価格:357,210｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>フリービルトイン 10畳程度<br>シングル 単相200V ワイヤレス,XCS-B281CA2-S,,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/xcs-b281ca2-s.jpg,"【パナソニック ハウジングエアコン】<br>フリービルトイン 10畳程度<br>シングル 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/xcs-b281ca2-s.jpg,,,"<ul><li><font style=""color: red;"">※リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,panasonic_housing/201403/sub/cu-b281cg2.jpg,,,,panasonic_housing/201403/sub/rc1.jpg,,,,,,"<div class=""set"">▼セット内容<br />室内機：CS-B281CA2 x 1<br />室外機：CU-B281CG2 x 1<br />リモコン：同梱リモコン x 1<br /></div>",,,,,,,2,0,1,XCS-B281CA2-S,,1,,340200,340200,,0,,,,,,,,,,,,,,,,,"200205,210125",
500439,,,,,,,,6,パナソニック,【パナソニック】 フリービルトイン 14畳程度 シングル,1,,"XCS-B401CA2/S｜【パナソニック ハウジングエアコン】 フリービルトイン 14畳程度 シングル 単相200V ワイヤレス｜販売価格:476,280｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>フリービルトイン 14畳程度<br>シングル 単相200V ワイヤレス,XCS-B401CA2-S,,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/xcs-b401ca2-s.jpg,"【パナソニック ハウジングエアコン】<br>フリービルトイン 14畳程度<br>シングル 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/xcs-b401ca2-s.jpg,,,"<ul><li><font style=""color: red;"">※リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,panasonic_housing/201403/sub/cu-b401cg2.jpg,,,,panasonic_housing/201403/sub/rc1.jpg,,,,,,"<div class=""set"">▼セット内容<br />室内機：CS-B401CA2 x 1<br />室外機：CU-B401CG2 x 1<br />リモコン：同梱リモコン x 1<br /></div>",,,,,,,2,0,1,XCS-B401CA2-S,,1,,453600,453600,,0,,,,,,,,,,,,,,,,,"200205,210127",
500440,,,,,,,,6,パナソニック,【パナソニック】 床置き形 10畳程度 シングル,1,,"XCS-281CY2-W/S｜【パナソニック ハウジングエアコン】 床置き形 10畳程度 シングル 単相200V ワイヤレス｜販売価格:1,049,999｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>床置き形 10畳程度<br>シングル 単相200V ワイヤレス,XCS-281CY2-W-S,,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/xcs-281cy2-w-s.jpg,"【パナソニック ハウジングエアコン】<br>床置き形 10畳程度<br>シングル 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/xcs-281cy2-w-s.jpg,,,"<ul><li><font style=""color: red;"">※リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,panasonic_housing/201403/sub/cu-281cy2.jpg,,,,panasonic_housing/201403/sub/rc1.jpg,,,,,,"<div class=""set"">▼セット内容<br />室内機：CS-281CY2-W x 1<br />室外機：CU-281CY2 x 1<br />リモコン：同梱リモコン x 1<br /></div>",,,,,,,2,0,1,XCS-281CY2-W-S,,1,,0,999999,,0,,,,,,,,,,,,,,,,,"200206,210155",
500441,,,,,,,,6,パナソニック,【パナソニック】 床置き形 10畳程度 シングル,1,,"XCS-281CY2-T/S｜【パナソニック ハウジングエアコン】 床置き形 10畳程度 シングル 単相200V ワイヤレス｜販売価格:1,049,999｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>床置き形 10畳程度<br>シングル 単相200V ワイヤレス,XCS-281CY2-T-S,,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/xcs-281cy2-t-s.jpg,"【パナソニック ハウジングエアコン】<br>床置き形 10畳程度<br>シングル 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/xcs-281cy2-t-s.jpg,,,"<ul><li><font style=""color: red;"">※リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,panasonic_housing/201403/sub/cu-281cy2.jpg,,,,panasonic_housing/201403/sub/rc1.jpg,,,,,,"<div class=""set"">▼セット内容<br />室内機：CS-281CY2-T x 1<br />室外機：CU-281CY2 x 1<br />リモコン：同梱リモコン x 1<br /></div>",,,,,,,2,0,1,XCS-281CY2-T-S,,1,,0,999999,,0,,,,,,,,,,,,,,,,,"200206,210155",
500442,,,,,,,,6,パナソニック,【パナソニック】 床置き形 14畳程度 シングル,1,,"XCS-401CY2-W/S｜【パナソニック ハウジングエアコン】 床置き形 14畳程度 シングル 単相200V ワイヤレス｜販売価格:1,049,999｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>床置き形 14畳程度<br>シングル 単相200V ワイヤレス,XCS-401CY2-W-S,,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/xcs-401cy2-w-s.jpg,"【パナソニック ハウジングエアコン】<br>床置き形 14畳程度<br>シングル 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/xcs-401cy2-w-s.jpg,,,"<ul><li><font style=""color: red;"">※リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,panasonic_housing/201403/sub/cu-401cy2.jpg,,,,panasonic_housing/201403/sub/rc1.jpg,,,,,,"<div class=""set"">▼セット内容<br />室内機：CS-401CY2-W x 1<br />室外機：CU-401CY2 x 1<br />リモコン：同梱リモコン x 1<br /></div>",,,,,,,2,0,1,XCS-401CY2-W-S,,1,,0,999999,,0,,,,,,,,,,,,,,,,,"200206,210157",
