商品ID,商品規格ID,親規格組合わせID,規格組合わせID,親規格分類ID,規格分類ID,親規格分類名,規格分類名,メーカーID,メーカー名,商品名,表示ステータス(公開・非公開),メーカーURL(コメント1),コメント2,検索ワード(コメント3),コメント4,コメント5,コメント6,備考欄(SHOP専用),一覧-メインコメント,一覧-メイン画像,詳細-メインコメント,詳細-メイン画像,詳細-メイン拡大画像,詳細-サブタイトル(1),詳細-サブコメント(1),詳細-サブ画像(1),詳細-サブ拡大画像(1),詳細-サブタイトル(2),詳細-サブコメント(2),詳細-サブ画像(2),詳細-サブ拡大画像(2),詳細-サブタイトル(3),詳細-サブコメント(3),詳細-サブ画像(3),詳細-サブ拡大画像(3),詳細-サブタイトル(4),詳細-サブコメント(4),詳細-サブ画像(4),詳細-サブ拡大画像(4),詳細-サブタイトル(5),詳細-サブコメント(5),詳細-サブ画像(5),詳細-サブ拡大画像(5),発送日目安ID,削除フラグ,商品種別ID,商品コード,f,在庫無制限フラグ,購入制限数,通常価格,販売価格,送料,ポイント付与率,ダウンロードファイル名,ダウンロード実ファイル,関連商品ID(1),関連商品コメント(1),関連商品ID(2),関連商品コメント(2),関連商品ID(3),関連商品コメント(3),関連商品ID(4),関連商品コメント(4),関連商品ID(5),関連商品コメント(5),関連商品ID(6),関連商品コメント(6),商品ステータス,商品ステータス名,カテゴリID,カテゴリ名
500443,,,,,,,,6,パナソニック,【パナソニック】 床置き形 14畳程度 シングル,1,,"XCS-401CY2-T/S｜【パナソニック ハウジングエアコン】 床置き形 14畳程度 シングル 単相200V ワイヤレス｜販売価格:1,049,999｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>床置き形 14畳程度<br>シングル 単相200V ワイヤレス,XCS-401CY2-T-S,,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/xcs-401cy2-t-s.jpg,"【パナソニック ハウジングエアコン】<br>床置き形 14畳程度<br>シングル 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/xcs-401cy2-t-s.jpg,,,"<ul><li><font style=""color: red;"">※リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,panasonic_housing/201403/sub/cu-401cy2.jpg,,,,panasonic_housing/201403/sub/rc1.jpg,,,,,,"<div class=""set"">▼セット内容<br />室内機：CS-401CY2-T x 1<br />室外機：CU-401CY2 x 1<br />リモコン：同梱リモコン x 1<br /></div>",,,,,,,2,0,1,XCS-401CY2-T-S,,1,,0,999999,,0,,,,,,,,,,,,,,,,,"200206,210157",
500444,,,,,,,,6,パナソニック,【パナソニック】 フリーマルチ室外機 45クラス 2室用,1,,"CU-M452D2｜【パナソニック ハウジングエアコン】 フリーマルチ室外機 45クラス 2室用  単相200V ワイヤレス｜販売価格:266,490｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>フリーマルチ室外機 45クラス 2室用<br> 単相200V ワイヤレス,CU-M452D2,,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/cu-m452d2.jpg,"【パナソニック ハウジングエアコン】<br>フリーマルチ室外機 45クラス 2室用<br> 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/cu-m452d2.jpg,,,<ul> <li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>,,,,,,,,,,,,"<div class=""set"">▼セット内容<br />室外機：CU-M452D2 x 1<br /></div>",,,,,,,2,0,1,CU-M452D2,,1,,253800,253800,,0,,,,,,,,,,,,,,,,,"200209,210248",
500445,,,,,,,,6,パナソニック,【パナソニック】 フリーマルチ室外機 50クラス 2室用,1,,"CU-M502D2｜【パナソニック ハウジングエアコン】 フリーマルチ室外機 50クラス 2室用  単相200V ワイヤレス｜販売価格:294,840｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>フリーマルチ室外機 50クラス 2室用<br> 単相200V ワイヤレス,CU-M502D2,,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/cu-m502d2.jpg,"【パナソニック ハウジングエアコン】<br>フリーマルチ室外機 50クラス 2室用<br> 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/cu-m502d2.jpg,,,<ul> <li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>,,,,,,,,,,,,"<div class=""set"">▼セット内容<br />室外機：CU-M502D2 x 1<br /></div>",,,,,,,2,0,1,CU-M502D2,,1,,280800,280800,,0,,,,,,,,,,,,,,,,,"200209,210250",
500446,,,,,,,,6,パナソニック,【パナソニック】 壁掛け型スタンダードタイプ  システムマルチ 室内ユニット,1,,"CS-M222D2-W｜【パナソニック ハウジングエアコン】 壁掛け型スタンダードタイプ  システムマルチ室内ユニット 単相200V ワイヤレス｜販売価格:79,380｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>壁掛け型スタンダードタイプ <br>システムマルチ室内ユニット 単相200V ワイヤレス,CS-M222D2-W,,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/cs-m222d2-w.jpg,"【パナソニック ハウジングエアコン】<br>壁掛け型スタンダードタイプ <br>システムマルチ室内ユニット 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/cs-m222d2-w.jpg,,,"<ul><li><font style=""color: red;"">※リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,/housing-in-ng.jpg,,,,panasonic_housing/201403/sub/rc3.jpg,,,,,,"<div class=""set"">▼セット内容<br />室内機：CS-M222D2-W x 1<br />リモコン：同梱リモコン x 1<br /></div>",,,,,,,2,0,1,CS-M222D2-W,,1,,75600,75600,,0,,,,,,,,,,,,,,,,,"200212,210333",
500447,,,,,,,,6,パナソニック,【パナソニック】 壁掛け型スタンダードタイプ  システムマルチ 室内ユニット,1,,"CS-M222D2-C｜【パナソニック ハウジングエアコン】 壁掛け型スタンダードタイプ  システムマルチ室内ユニット 単相200V ワイヤレス｜販売価格:79,380｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>壁掛け型スタンダードタイプ <br>システムマルチ室内ユニット 単相200V ワイヤレス,CS-M222D2-C,,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/cs-m222d2-c.jpg,"【パナソニック ハウジングエアコン】<br>壁掛け型スタンダードタイプ <br>システムマルチ室内ユニット 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/cs-m222d2-c.jpg,,,"<ul><li><font style=""color: red;"">※リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,/housing-in-ng.jpg,,,,panasonic_housing/201403/sub/rc3.jpg,,,,,,"<div class=""set"">▼セット内容<br />室内機：CS-M222D2-C x 1<br />リモコン：同梱リモコン x 1<br /></div>",,,,,,,2,0,1,CS-M222D2-C,,1,,75600,75600,,0,,,,,,,,,,,,,,,,,"200212,210333",
500448,,,,,,,,6,パナソニック,【パナソニック】 壁掛け型スタンダードタイプ システムマルチ 室内ユニット,1,,"CS-M252D2-W｜【パナソニック ハウジングエアコン】 壁掛け型スタンダードタイプ システムマルチ室内ユニット単相200V ワイヤレス｜販売価格:85,050｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>壁掛け型スタンダードタイプ<br>システムマルチ室内ユニット単相200V ワイヤレス,CS-M252D2-W,,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/cs-m252d2-w.jpg,"【パナソニック ハウジングエアコン】<br>壁掛け型スタンダードタイプ<br>システムマルチ室内ユニット単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/cs-m252d2-w.jpg,,,"<ul><li><font style=""color: red;"">※リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,/housing-in-ng.jpg,,,,panasonic_housing/201403/sub/rc3.jpg,,,,,,"<div class=""set"">▼セット内容<br />室内機：CS-M252D2-W x 1<br />リモコン：同梱リモコン x 1<br /></div>",,,,,,,2,0,1,CS-M252D2-W,,1,,81000,81000,,0,,,,,,,,,,,,,,,,,"200212,210334",
500449,,,,,,,,6,パナソニック,【パナソニック】 壁掛け型スタンダードタイプ システムマルチ 室内ユニット,1,,"CS-M252D2-C｜【パナソニック ハウジングエアコン】 壁掛け型スタンダードタイプ システムマルチ室内ユニット単相200V ワイヤレス｜販売価格:85,050｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>壁掛け型スタンダードタイプ<br>システムマルチ室内ユニット単相200V ワイヤレス,CS-M252D2-C,,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/cs-m252d2-c.jpg,"【パナソニック ハウジングエアコン】<br>壁掛け型スタンダードタイプ<br>システムマルチ室内ユニット単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/cs-m252d2-c.jpg,,,"<ul><li><font style=""color: red;"">※リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,/housing-in-ng.jpg,,,,panasonic_housing/201403/sub/rc3.jpg,,,,,,"<div class=""set"">▼セット内容<br />室内機：CS-M252D2-C x 1<br />リモコン：同梱リモコン x 1<br /></div>",,,,,,,2,0,1,CS-M252D2-C,,1,,81000,81000,,0,,,,,,,,,,,,,,,,,"200212,210334",
500450,,,,,,,,6,パナソニック,【パナソニック】 壁掛け型スタンダードタイプ 10畳程度 システムマルチ 室内ユニット,1,,"CS-M282D2-W｜【パナソニック ハウジングエアコン】 壁掛け型スタンダードタイプ 10畳程度 システムマルチ室内ユニット 単相200V ワイヤレス｜販売価格:90,720｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>壁掛け型スタンダードタイプ 10畳程度<br>システムマルチ室内ユニット 単相200V ワイヤレス,CS-M282D2-W,,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/cs-m282d2-w.jpg,"【パナソニック ハウジングエアコン】<br>壁掛け型スタンダードタイプ 10畳程度<br>システムマルチ室内ユニット 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/cs-m282d2-w.jpg,,,"<ul><li><font style=""color: red;"">※リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,/housing-in-ng.jpg,,,,panasonic_housing/201403/sub/rc3.jpg,,,,,,"<div class=""set"">▼セット内容<br />室内機：CS-M282D2-W x 1<br />リモコン：同梱リモコン x 1<br /></div>",,,,,,,2,0,1,CS-M282D2-W,,1,,86400,86400,,0,,,,,,,,,,,,,,,,,"200212,210335",
500451,,,,,,,,6,パナソニック,【パナソニック】 壁掛け型スタンダードタイプ 10畳程度 システムマルチ 室内ユニット,1,,"CS-M282D2-C｜【パナソニック ハウジングエアコン】 壁掛け型スタンダードタイプ 10畳程度 システムマルチ室内ユニット 単相200V ワイヤレス｜販売価格:90,720｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>壁掛け型スタンダードタイプ 10畳程度<br>システムマルチ室内ユニット 単相200V ワイヤレス,CS-M282D2-C,,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/cs-m282d2-c.jpg,"【パナソニック ハウジングエアコン】<br>壁掛け型スタンダードタイプ 10畳程度<br>システムマルチ室内ユニット 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/cs-m282d2-c.jpg,,,"<ul><li><font style=""color: red;"">※リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,/housing-in-ng.jpg,,,,panasonic_housing/201403/sub/rc3.jpg,,,,,,"<div class=""set"">▼セット内容<br />室内機：CS-M282D2-C x 1<br />リモコン：同梱リモコン x 1<br /></div>",,,,,,,2,0,1,CS-M282D2-C,,1,,86400,86400,,0,,,,,,,,,,,,,,,,,"200212,210335",
500452,,,,,,,,6,パナソニック,【パナソニック】 壁掛け型スタンダードタイプ 14畳程度 システムマルチ 室内ユニット,1,,"CS-M402D2-W｜【パナソニック ハウジングエアコン】 壁掛け型スタンダードタイプ 14畳程度 システムマルチ室内ユニット 単相200V ワイヤレス｜販売価格:136,080｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>壁掛け型スタンダードタイプ 14畳程度<br>システムマルチ室内ユニット 単相200V ワイヤレス,CS-M402D2-W,,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/cs-m402d2-w.jpg,"【パナソニック ハウジングエアコン】<br>壁掛け型スタンダードタイプ 14畳程度<br>システムマルチ室内ユニット 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/cs-m402d2-w.jpg,,,"<ul><li><font style=""color: red;"">※リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,/housing-in-ng.jpg,,,,panasonic_housing/201403/sub/rc3.jpg,,,,,,"<div class=""set"">▼セット内容<br />室内機：CS-M402D2-W x 1<br />リモコン：同梱リモコン x 1<br /></div>",,,,,,,2,0,1,CS-M402D2-W,,1,,129600,129600,,0,,,,,,,,,,,,,,,,,"200212,210337",
500453,,,,,,,,6,パナソニック,【パナソニック】 壁掛け型スタンダードタイプ 14畳程度 システムマルチ 室内ユニット,1,,"CS-M402D2-C｜【パナソニック ハウジングエアコン】 壁掛け型スタンダードタイプ 14畳程度 システムマルチ室内ユニット 単相200V ワイヤレス｜販売価格:136,080｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>壁掛け型スタンダードタイプ 14畳程度<br>システムマルチ室内ユニット 単相200V ワイヤレス,CS-M402D2-C,,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/cs-m402d2-c.jpg,"【パナソニック ハウジングエアコン】<br>壁掛け型スタンダードタイプ 14畳程度<br>システムマルチ室内ユニット 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/cs-m402d2-c.jpg,,,"<ul><li><font style=""color: red;"">※リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,/housing-in-ng.jpg,,,,panasonic_housing/201403/sub/rc3.jpg,,,,,,"<div class=""set"">▼セット内容<br />室内機：CS-M402D2-C x 1<br />リモコン：同梱リモコン x 1<br /></div>",,,,,,,2,0,1,CS-M402D2-C,,1,,129600,129600,,0,,,,,,,,,,,,,,,,,"200212,210337",
500454,,,,,,,,6,パナソニック,【パナソニック】 フリーマルチ室外機 45クラス 2室用,1,,"CU-M452C2｜【パナソニック ハウジングエアコン】 フリーマルチ室外機 45クラス 2室用  単相200V ワイヤレス｜販売価格:266,490｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>フリーマルチ室外機 45クラス 2室用<br> 単相200V ワイヤレス,CU-M452C2,,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/cu-m452c2.jpg,"【パナソニック ハウジングエアコン】<br>フリーマルチ室外機 45クラス 2室用<br> 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/cu-m452c2.jpg,,,<ul> <li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>,,,,,,,,,,,,"<div class=""set"">▼セット内容<br />室外機：CU-M452C2 x 1<br /></div>",,,,,,,2,0,1,CU-M452C2,,1,,253800,253800,,0,,,,,,,,,,,,,,,,,"200209,210248",
500455,,,,,,,,6,パナソニック,【パナソニック】 フリーマルチ室外機 53クラス 2室用,1,,"CU-M532C2｜【パナソニック ハウジングエアコン】 フリーマルチ室外機 53クラス 2室用  単相200V ワイヤレス｜販売価格:340,200｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>フリーマルチ室外機 53クラス 2室用<br> 単相200V ワイヤレス,CU-M532C2,,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/cu-m532c2.jpg,"【パナソニック ハウジングエアコン】<br>フリーマルチ室外機 53クラス 2室用<br> 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/cu-m532c2.jpg,,,<ul> <li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>,,,,,,,,,,,,"<div class=""set"">▼セット内容<br />室外機：CU-M532C2 x 1<br /></div>",,,,,,,2,0,1,CU-M532C2,,1,,324000,324000,,0,,,,,,,,,,,,,,,,,"200209,210252",
500456,,,,,,,,6,パナソニック,【パナソニック】 フリーマルチ室外機 60クラス 2室用,1,,"CU-M602C2｜【パナソニック ハウジングエアコン】 フリーマルチ室外機 60クラス 2室用  単相200V ワイヤレス｜販売価格:374,220｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>フリーマルチ室外機 60クラス 2室用<br> 単相200V ワイヤレス,CU-M602C2,,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/cu-m602c2.jpg,"【パナソニック ハウジングエアコン】<br>フリーマルチ室外機 60クラス 2室用<br> 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/cu-m602c2.jpg,,,<ul> <li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>,,,,,,,,,,,,"<div class=""set"">▼セット内容<br />室外機：CU-M602C2 x 1<br /></div>",,,,,,,2,0,1,CU-M602C2,,1,,356400,356400,,0,,,,,,,,,,,,,,,,,"200209,210255",
500457,,,,,,,,6,パナソニック,【パナソニック】 フリーマルチ室外機 68クラス 3室用,1,,"CU-3M682C2｜【パナソニック ハウジングエアコン】 フリーマルチ室外機 68クラス 3室用  単相200V ワイヤレス｜販売価格:487,620｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>フリーマルチ室外機 68クラス 3室用<br> 単相200V ワイヤレス,CU-3M682C2,,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/cu-3m682c2.jpg,"【パナソニック ハウジングエアコン】<br>フリーマルチ室外機 68クラス 3室用<br> 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/cu-3m682c2.jpg,,,<ul> <li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>,,,,,,,,,,,,"<div class=""set"">▼セット内容<br />室外機：CU-3M682C2 x 1<br /></div>",,,,,,,2,0,1,CU-3M682C2,,1,,464400,464400,,0,,,,,,,,,,,,,,,,,"200209,210257",
500458,,,,,,,,6,パナソニック,【パナソニック】 フリーマルチ室外機 80クラス 4室用,1,,"CU-4M802C2｜【パナソニック ハウジングエアコン】 フリーマルチ室外機 80クラス 4室用  単相200V ワイヤレス｜販売価格:623,700｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>フリーマルチ室外機 80クラス 4室用<br> 単相200V ワイヤレス,CU-4M802C2,,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/cu-4m802c2.jpg,"【パナソニック ハウジングエアコン】<br>フリーマルチ室外機 80クラス 4室用<br> 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/cu-4m802c2.jpg,,,<ul> <li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>,,,,,,,,,,,,"<div class=""set"">▼セット内容<br />室外機：CU-4M802C2 x 1<br /></div>",,,,,,,2,0,1,CU-4M802C2,,1,,594000,594000,,0,,,,,,,,,,,,,,,,,"200209,210260",
500459,,,,,,,,6,パナソニック,【パナソニック】 天井ビルトイン1方向タイプ システムマルチ 室内ユニット,1,,"CS-MB162CC2｜【パナソニック ハウジングエアコン】 天井ビルトイン1方向タイプ システムマルチ室内ユニット単相200V ワイヤレス｜販売価格:136,080｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>天井ビルトイン1方向タイプ<br>システムマルチ室内ユニット単相200V ワイヤレス,CS-MB162CC2,ホワイト,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/cs-mb162cc2.jpg,"【パナソニック ハウジングエアコン】<br>天井ビルトイン1方向タイプ<br>システムマルチ室内ユニット単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/cs-mb162cc2.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,/housing-in-ng.jpg,,,,panasonic_housing/201403/sub/rc1.jpg,,,,panasonic_housing/201403/sub/panel1.jpg,,"<div class=""set"">▼セット内容<br />室内機：CS-MB162CC2 x 1<br />リモコン：同梱リモコン x 1<br />パネル：CZ-BT16-W x 1<br /></div>",,,,,,,2,0,1,CS-MB162CC2,,1,,129600,129600,,0,,,,,,,,,,,,,,,,,"200210,210271",
500460,,,,,,,,6,パナソニック,【パナソニック】 天井ビルトイン1方向タイプ システムマルチ 室内ユニット,1,,"CS-MB162CC2-wood｜【パナソニック ハウジングエアコン】 天井ビルトイン1方向タイプ システムマルチ室内ユニット単相200V ワイヤレス｜販売価格:149,688｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>天井ビルトイン1方向タイプ<br>システムマルチ室内ユニット単相200V ワイヤレス,CS-MB162CC2-wood,木目調,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/cs-mb162cc2-wood.jpg,"【パナソニック ハウジングエアコン】<br>天井ビルトイン1方向タイプ<br>システムマルチ室内ユニット単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/cs-mb162cc2-wood.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,/housing-in-ng.jpg,,,,panasonic_housing/201403/sub/rc1.jpg,,,,panasonic_housing/201403/sub/panel2.jpg,,"<div class=""set"">▼セット内容<br />室内機：CS-MB162CC2 x 1<br />リモコン：同梱リモコン x 1<br />パネル：CZ-BT17-M x 1<br /></div>",,,,,,,2,0,1,CS-MB162CC2-wood,,1,,142560,142560,,0,,,,,,,,,,,,,,,,,"200210,210271",
