商品ID,商品規格ID,親規格組合わせID,規格組合わせID,親規格分類ID,規格分類ID,親規格分類名,規格分類名,メーカーID,メーカー名,商品名,表示ステータス(公開・非公開),メーカーURL(コメント1),コメント2,検索ワード(コメント3),コメント4,コメント5,コメント6,備考欄(SHOP専用),一覧-メインコメント,一覧-メイン画像,詳細-メインコメント,詳細-メイン画像,詳細-メイン拡大画像,詳細-サブタイトル(1),詳細-サブコメント(1),詳細-サブ画像(1),詳細-サブ拡大画像(1),詳細-サブタイトル(2),詳細-サブコメント(2),詳細-サブ画像(2),詳細-サブ拡大画像(2),詳細-サブタイトル(3),詳細-サブコメント(3),詳細-サブ画像(3),詳細-サブ拡大画像(3),詳細-サブタイトル(4),詳細-サブコメント(4),詳細-サブ画像(4),詳細-サブ拡大画像(4),詳細-サブタイトル(5),詳細-サブコメント(5),詳細-サブ画像(5),詳細-サブ拡大画像(5),発送日目安ID,削除フラグ,商品種別ID,商品コード,在庫数,在庫無制限フラグ,購入制限数,通常価格,販売価格,送料,ポイント付与率,ダウンロードファイル名,ダウンロード実ファイル,関連商品ID(1),関連商品コメント(1),関連商品ID(2),関連商品コメント(2),関連商品ID(3),関連商品コメント(3),関連商品ID(4),関連商品コメント(4),関連商品ID(5),関連商品コメント(5),関連商品ID(6),関連商品コメント(6),商品ステータス,商品ステータス名,カテゴリID,カテゴリ名
500203,,,,,,,,1,ダイキン,【ダイキン】天井埋込カセット形 シングルフロータイプ 10畳程度 シングル CRシリーズ,1,,"S28NCRV-wood｜【ダイキン ハウジングエアコン】 天井埋込カセット形 シングルフロータイプ 10畳程度 シングル 単相200V ワイヤレス CRシリーズ｜販売価格:491,400｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【ダイキン ハウジングエアコン】<br>天井埋込カセット形 シングルフロータイプ 10畳程度<br>シングル 単相200V ワイヤレス CRシリーズ,S28NCRV-wood,木目(標準),,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",daikin_housing/201311/s28ncrv-wood.jpg,"【ダイキン ハウジングエアコン】<br>天井埋込カセット形 シングルフロータイプ 10畳程度<br>シングル 単相200V ワイヤレス CRシリーズ<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",daikin_housing/201311/s28ncrv-wood.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,daikin_housing/201311/sub/r28ncrv.jpg,,,,daikin_housing/201311/sub/arc456.jpg,,,,daikin_housing/201311/sub/panel3.jpg,,"<div class=""set"">▼セット内容<br />室内機：F28NCRV x 1<br />室外機：R28NCRV x 1<br />リモコン：ARC456A35 x 1<br />パネル：BC40J-M x 1</div>",,,,,,,2,0,1,S28NCRV-wood,,1,,491400,491400,,0,,,,,,,,,,,,,,,,,"200121,210005",
500204,,,,,,,,1,ダイキン,【ダイキン】天井埋込カセット形 シングルフロータイプ 12畳程度 シングル CRシリーズ,1,,"S36NCRV-cleaner｜【ダイキン ハウジングエアコン】 天井埋込カセット形 シングルフロータイプ 12畳程度 シングル 単相200V ワイヤレス CRシリーズ｜販売価格:604,800｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【ダイキン ハウジングエアコン】<br>天井埋込カセット形 シングルフロータイプ 12畳程度<br>シングル 単相200V ワイヤレス CRシリーズ,S36NCRV-cleaner,フレッシュホワイト(フラット),,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",daikin_housing/201311/s36ncrv-cleaner.jpg,"【ダイキン ハウジングエアコン】<br>天井埋込カセット形 シングルフロータイプ 12畳程度<br>シングル 単相200V ワイヤレス CRシリーズ<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",daikin_housing/201311/s36ncrv-cleaner.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,daikin_housing/201311/sub/r36ncrv.jpg,,,,daikin_housing/201311/sub/arc456-arc462.jpg,,,,daikin_housing/201311/sub/panel4.jpg,,"<div class=""set"">▼セット内容<br />室内機：F36NCRV x 1<br />室外機：R36NCRV x 1<br />リモコン：ARC456A35 x 1<br />リモコン：ARC462A1 x 1<br />パネル：BC40JF-WF x 1</div>",,,,,,,2,0,1,S36NCRV-cleaner,,1,,604800,604800,,0,,,,,,,,,,,,,,,,,"200121,210006",
500205,,,,,,,,1,ダイキン,【ダイキン】天井埋込カセット形 シングルフロータイプ 12畳程度 シングル CRシリーズ,1,,"S36NCRV-cleaner-color｜【ダイキン ハウジングエアコン】 天井埋込カセット形 シングルフロータイプ 12畳程度 シングル 単相200V ワイヤレス CRシリーズ｜販売価格:615,600｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【ダイキン ハウジングエアコン】<br>天井埋込カセット形 シングルフロータイプ 12畳程度<br>シングル 単相200V ワイヤレス CRシリーズ,S36NCRV-cleaner-color,"ホワイト(フラット),ブラウン(フラット)",,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",daikin_housing/201311/s36ncrv-cleaner-color.jpg,"【ダイキン ハウジングエアコン】<br>天井埋込カセット形 シングルフロータイプ 12畳程度<br>シングル 単相200V ワイヤレス CRシリーズ<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",daikin_housing/201311/s36ncrv-cleaner-color.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,daikin_housing/201311/sub/r36ncrv.jpg,,,,daikin_housing/201311/sub/arc456-arc462.jpg,,,,daikin_housing/201311/sub/panel5.jpg,,"<div class=""set"">▼セット内容<br />室内機：F36NCRV x 1<br />室外機：R36NCRV x 1<br />リモコン：ARC456A35 x 1<br />リモコン：ARC462A1 x 1<br />パネル：BC40JF-W x 1</div>",,,,,,,2,0,1,S36NCRV-cleaner-color,,1,,615600,615600,,0,,,,,,,,,,,,,,,,,"200121,210006",
500206,,,,,,,,1,ダイキン,【ダイキン】天井埋込カセット形 シングルフロータイプ 12畳程度 シングル CRシリーズ,1,,"S36NCRV-cleaner-wood｜【ダイキン ハウジングエアコン】 天井埋込カセット形 シングルフロータイプ 12畳程度 シングル 単相200V ワイヤレス CRシリーズ｜販売価格:626,400｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【ダイキン ハウジングエアコン】<br>天井埋込カセット形 シングルフロータイプ 12畳程度<br>シングル 単相200V ワイヤレス CRシリーズ,S36NCRV-cleaner-wood,木目(フラット),,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",daikin_housing/201311/s36ncrv-cleaner-wood.jpg,"【ダイキン ハウジングエアコン】<br>天井埋込カセット形 シングルフロータイプ 12畳程度<br>シングル 単相200V ワイヤレス CRシリーズ<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",daikin_housing/201311/s36ncrv-cleaner-wood.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,daikin_housing/201311/sub/r36ncrv.jpg,,,,daikin_housing/201311/sub/arc456-arc462.jpg,,,,daikin_housing/201311/sub/panel6.jpg,,"<div class=""set"">▼セット内容<br />室内機：F36NCRV x 1<br />室外機：R36NCRV x 1<br />リモコン：ARC456A35 x 1<br />リモコン：ARC462A1 x 1<br />パネル：BC40JF-M x 1</div>",,,,,,,2,0,1,S36NCRV-cleaner-wood,,1,,626400,626400,,0,,,,,,,,,,,,,,,,,"200121,210006",
500207,,,,,,,,1,ダイキン,【ダイキン】天井埋込カセット形 シングルフロータイプ 12畳程度 シングル CRシリーズ,1,,"S36NCRV｜【ダイキン ハウジングエアコン】 天井埋込カセット形 シングルフロータイプ 12畳程度 シングル 単相200V ワイヤレス CRシリーズ｜販売価格:529,200｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【ダイキン ハウジングエアコン】<br>天井埋込カセット形 シングルフロータイプ 12畳程度<br>シングル 単相200V ワイヤレス CRシリーズ,S36NCRV,"フレッシュホワイト(標準),ホワイト(標準),ブラウン(標準)",,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",daikin_housing/201311/s36ncrv.jpg,"【ダイキン ハウジングエアコン】<br>天井埋込カセット形 シングルフロータイプ 12畳程度<br>シングル 単相200V ワイヤレス CRシリーズ<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",daikin_housing/201311/s36ncrv.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,daikin_housing/201311/sub/r36ncrv.jpg,,,,daikin_housing/201311/sub/arc456.jpg,,,,daikin_housing/201311/sub/panel2.jpg,,"<div class=""set"">▼セット内容<br />室内機：F36NCRV x 1<br />室外機：R36NCRV x 1<br />リモコン：ARC456A35 x 1<br />パネル：BC40J-WF x 1</div>",,,,,,,2,0,1,S36NCRV,,1,,529200,529200,,0,,,,,,,,,,,,,,,,,"200121,210006",
500208,,,,,,,,1,ダイキン,【ダイキン】天井埋込カセット形 シングルフロータイプ 12畳程度 シングル CRシリーズ,1,,"S36NCRV-wood｜【ダイキン ハウジングエアコン】 天井埋込カセット形 シングルフロータイプ 12畳程度 シングル 単相200V ワイヤレス CRシリーズ｜販売価格:540,000｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【ダイキン ハウジングエアコン】<br>天井埋込カセット形 シングルフロータイプ 12畳程度<br>シングル 単相200V ワイヤレス CRシリーズ,S36NCRV-wood,木目(標準),,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",daikin_housing/201311/s36ncrv-wood.jpg,"【ダイキン ハウジングエアコン】<br>天井埋込カセット形 シングルフロータイプ 12畳程度<br>シングル 単相200V ワイヤレス CRシリーズ<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",daikin_housing/201311/s36ncrv-wood.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,daikin_housing/201311/sub/r36ncrv.jpg,,,,daikin_housing/201311/sub/arc456.jpg,,,,daikin_housing/201311/sub/panel3.jpg,,"<div class=""set"">▼セット内容<br />室内機：F36NCRV x 1<br />室外機：R36NCRV x 1<br />リモコン：ARC456A35 x 1<br />パネル：BC40J-M x 1</div>",,,,,,,2,0,1,S36NCRV-wood,,1,,540000,540000,,0,,,,,,,,,,,,,,,,,"200121,210006",
500209,,,,,,,,1,ダイキン,【ダイキン】天井埋込カセット形 シングルフロータイプ 14畳程度 シングル CRシリーズ,1,,"S40NCRV-cleaner｜【ダイキン ハウジングエアコン】 天井埋込カセット形 シングルフロータイプ 14畳程度 シングル 単相200V ワイヤレス CRシリーズ｜販売価格:653,400｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【ダイキン ハウジングエアコン】<br>天井埋込カセット形 シングルフロータイプ 14畳程度<br>シングル 単相200V ワイヤレス CRシリーズ,S40NCRV-cleaner,フレッシュホワイト(フラット),,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",daikin_housing/201311/s40ncrv-cleaner.jpg,"【ダイキン ハウジングエアコン】<br>天井埋込カセット形 シングルフロータイプ 14畳程度<br>シングル 単相200V ワイヤレス CRシリーズ<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",daikin_housing/201311/s40ncrv-cleaner.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,daikin_housing/201311/sub/r40ncrv.jpg,,,,daikin_housing/201311/sub/arc456-arc462.jpg,,,,daikin_housing/201311/sub/panel4.jpg,,"<div class=""set"">▼セット内容<br />室内機：F40NCRV x 1<br />室外機：R40NCRV x 1<br />リモコン：ARC456A35 x 1<br />リモコン：ARC462A1 x 1<br />パネル：BC40JF-WF x 1</div>",,,,,,,2,0,1,S40NCRV-cleaner,,1,,653400,653400,,0,,,,,,,,,,,,,,,,,"200121,210007",
500210,,,,,,,,1,ダイキン,【ダイキン】天井埋込カセット形 シングルフロータイプ 14畳程度 シングル CRシリーズ,1,,"S40NCRV-cleaner-color｜【ダイキン ハウジングエアコン】 天井埋込カセット形 シングルフロータイプ 14畳程度 シングル 単相200V ワイヤレス CRシリーズ｜販売価格:664,200｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【ダイキン ハウジングエアコン】<br>天井埋込カセット形 シングルフロータイプ 14畳程度<br>シングル 単相200V ワイヤレス CRシリーズ,S40NCRV-cleaner-color,"ホワイト(フラット),ブラウン(フラット)",,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",daikin_housing/201311/s40ncrv-cleaner-color.jpg,"【ダイキン ハウジングエアコン】<br>天井埋込カセット形 シングルフロータイプ 14畳程度<br>シングル 単相200V ワイヤレス CRシリーズ<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",daikin_housing/201311/s40ncrv-cleaner-color.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,daikin_housing/201311/sub/r40ncrv.jpg,,,,daikin_housing/201311/sub/arc456-arc462.jpg,,,,daikin_housing/201311/sub/panel5.jpg,,"<div class=""set"">▼セット内容<br />室内機：F40NCRV x 1<br />室外機：R40NCRV x 1<br />リモコン：ARC456A35 x 1<br />リモコン：ARC462A1 x 1<br />パネル：BC40JF-W x 1</div>",,,,,,,2,0,1,S40NCRV-cleaner-color,,1,,664200,664200,,0,,,,,,,,,,,,,,,,,"200121,210007",
500211,,,,,,,,1,ダイキン,【ダイキン】天井埋込カセット形 シングルフロータイプ 14畳程度 シングル CRシリーズ,1,,"S40NCRV-cleaner-wood｜【ダイキン ハウジングエアコン】 天井埋込カセット形 シングルフロータイプ 14畳程度 シングル 単相200V ワイヤレス CRシリーズ｜販売価格:675,000｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【ダイキン ハウジングエアコン】<br>天井埋込カセット形 シングルフロータイプ 14畳程度<br>シングル 単相200V ワイヤレス CRシリーズ,S40NCRV-cleaner-wood,木目(フラット),,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",daikin_housing/201311/s40ncrv-cleaner-wood.jpg,"【ダイキン ハウジングエアコン】<br>天井埋込カセット形 シングルフロータイプ 14畳程度<br>シングル 単相200V ワイヤレス CRシリーズ<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",daikin_housing/201311/s40ncrv-cleaner-wood.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,daikin_housing/201311/sub/r40ncrv.jpg,,,,daikin_housing/201311/sub/arc456-arc462.jpg,,,,daikin_housing/201311/sub/panel6.jpg,,"<div class=""set"">▼セット内容<br />室内機：F40NCRV x 1<br />室外機：R40NCRV x 1<br />リモコン：ARC456A35 x 1<br />リモコン：ARC462A1 x 1<br />パネル：BC40JF-M x 1</div>",,,,,,,2,0,1,S40NCRV-cleaner-wood,,1,,675000,675000,,0,,,,,,,,,,,,,,,,,"200121,210007",
500212,,,,,,,,1,ダイキン,【ダイキン】天井埋込カセット形 シングルフロータイプ 14畳程度 シングル CRシリーズ,1,,"S40NCRV｜【ダイキン ハウジングエアコン】 天井埋込カセット形 シングルフロータイプ 14畳程度 シングル 単相200V ワイヤレス CRシリーズ｜販売価格:577,800｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【ダイキン ハウジングエアコン】<br>天井埋込カセット形 シングルフロータイプ 14畳程度<br>シングル 単相200V ワイヤレス CRシリーズ,S40NCRV,"フレッシュホワイト(標準),ホワイト(標準),ブラウン(標準)",,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",daikin_housing/201311/s40ncrv.jpg,"【ダイキン ハウジングエアコン】<br>天井埋込カセット形 シングルフロータイプ 14畳程度<br>シングル 単相200V ワイヤレス CRシリーズ<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",daikin_housing/201311/s40ncrv.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,daikin_housing/201311/sub/r40ncrv.jpg,,,,daikin_housing/201311/sub/arc456.jpg,,,,daikin_housing/201311/sub/panel2.jpg,,"<div class=""set"">▼セット内容<br />室内機：F40NCRV x 1<br />室外機：R40NCRV x 1<br />リモコン：ARC456A35 x 1<br />パネル：BC40J-WF x 1</div>",,,,,,,2,0,1,S40NCRV,,1,,577800,577800,,0,,,,,,,,,,,,,,,,,"200121,210007",
500213,,,,,,,,1,ダイキン,【ダイキン】天井埋込カセット形 シングルフロータイプ 14畳程度 シングル CRシリーズ,1,,"S40NCRV-wood｜【ダイキン ハウジングエアコン】 天井埋込カセット形 シングルフロータイプ 14畳程度 シングル 単相200V ワイヤレス CRシリーズ｜販売価格:588,600｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【ダイキン ハウジングエアコン】<br>天井埋込カセット形 シングルフロータイプ 14畳程度<br>シングル 単相200V ワイヤレス CRシリーズ,S40NCRV-wood,木目(標準),,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",daikin_housing/201311/s40ncrv-wood.jpg,"【ダイキン ハウジングエアコン】<br>天井埋込カセット形 シングルフロータイプ 14畳程度<br>シングル 単相200V ワイヤレス CRシリーズ<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",daikin_housing/201311/s40ncrv-wood.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,daikin_housing/201311/sub/r40ncrv.jpg,,,,daikin_housing/201311/sub/arc456.jpg,,,,daikin_housing/201311/sub/panel3.jpg,,"<div class=""set"">▼セット内容<br />室内機：F40NCRV x 1<br />室外機：R40NCRV x 1<br />リモコン：ARC456A35 x 1<br />パネル：BC40J-M x 1</div>",,,,,,,2,0,1,S40NCRV-wood,,1,,588600,588600,,0,,,,,,,,,,,,,,,,,"200121,210007",
500214,,,,,,,,1,ダイキン,【ダイキン】天井埋込カセット形 シングルフロータイプ 16畳程度 シングル CRシリーズ,1,,"S50NCRV-cleaner｜【ダイキン ハウジングエアコン】 天井埋込カセット形 シングルフロータイプ 16畳程度 シングル 単相200V ワイヤレス CRシリーズ｜販売価格:732,240｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【ダイキン ハウジングエアコン】<br>天井埋込カセット形 シングルフロータイプ 16畳程度<br>シングル 単相200V ワイヤレス CRシリーズ,S50NCRV-cleaner,フレッシュホワイト(フラット),,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",daikin_housing/201311/s50ncrv-cleaner.jpg,"【ダイキン ハウジングエアコン】<br>天井埋込カセット形 シングルフロータイプ 16畳程度<br>シングル 単相200V ワイヤレス CRシリーズ<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",daikin_housing/201311/s50ncrv-cleaner.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,daikin_housing/201311/sub/r50ncrv.jpg,,,,daikin_housing/201311/sub/arc456-arc462.jpg,,,,daikin_housing/201311/sub/panel4.jpg,,"<div class=""set"">▼セット内容<br />室内機：F50NCRV x 1<br />室外機：R50NCRV x 1<br />リモコン：ARC456A35 x 1<br />リモコン：ARC462A1 x 1<br />パネル：BC40JF-WF x 1</div>",,,,,,,2,0,1,S50NCRV-cleaner,,1,,732240,732240,,0,,,,,,,,,,,,,,,,,"200121,210010",
500215,,,,,,,,1,ダイキン,【ダイキン】天井埋込カセット形 シングルフロータイプ 16畳程度 シングル CRシリーズ,1,,"S50NCRV-cleaner-color｜【ダイキン ハウジングエアコン】 天井埋込カセット形 シングルフロータイプ 16畳程度 シングル 単相200V ワイヤレス CRシリーズ｜販売価格:743,040｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【ダイキン ハウジングエアコン】<br>天井埋込カセット形 シングルフロータイプ 16畳程度<br>シングル 単相200V ワイヤレス CRシリーズ,S50NCRV-cleaner-color,"ホワイト(フラット),ブラウン(フラット)",,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",daikin_housing/201311/s50ncrv-cleaner-color.jpg,"【ダイキン ハウジングエアコン】<br>天井埋込カセット形 シングルフロータイプ 16畳程度<br>シングル 単相200V ワイヤレス CRシリーズ<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",daikin_housing/201311/s50ncrv-cleaner-color.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,daikin_housing/201311/sub/r50ncrv.jpg,,,,daikin_housing/201311/sub/arc456-arc462.jpg,,,,daikin_housing/201311/sub/panel5.jpg,,"<div class=""set"">▼セット内容<br />室内機：F50NCRV x 1<br />室外機：R50NCRV x 1<br />リモコン：ARC456A35 x 1<br />リモコン：ARC462A1 x 1<br />パネル：BC40JF-W x 1</div>",,,,,,,2,0,1,S50NCRV-cleaner-color,,1,,743040,743040,,0,,,,,,,,,,,,,,,,,"200121,210010",
500216,,,,,,,,1,ダイキン,【ダイキン】天井埋込カセット形 シングルフロータイプ 16畳程度 シングル CRシリーズ,1,,"S50NCRV-cleaner-wood｜【ダイキン ハウジングエアコン】 天井埋込カセット形 シングルフロータイプ 16畳程度 シングル 単相200V ワイヤレス CRシリーズ｜販売価格:753,840｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【ダイキン ハウジングエアコン】<br>天井埋込カセット形 シングルフロータイプ 16畳程度<br>シングル 単相200V ワイヤレス CRシリーズ,S50NCRV-cleaner-wood,木目(フラット),,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",daikin_housing/201311/s50ncrv-cleaner-wood.jpg,"【ダイキン ハウジングエアコン】<br>天井埋込カセット形 シングルフロータイプ 16畳程度<br>シングル 単相200V ワイヤレス CRシリーズ<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",daikin_housing/201311/s50ncrv-cleaner-wood.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,daikin_housing/201311/sub/r50ncrv.jpg,,,,daikin_housing/201311/sub/arc456-arc462.jpg,,,,daikin_housing/201311/sub/panel6.jpg,,"<div class=""set"">▼セット内容<br />室内機：F50NCRV x 1<br />室外機：R50NCRV x 1<br />リモコン：ARC456A35 x 1<br />リモコン：ARC462A1 x 1<br />パネル：BC40JF-M x 1</div>",,,,,,,2,0,1,S50NCRV-cleaner-wood,,1,,753840,753840,,0,,,,,,,,,,,,,,,,,"200121,210010",
