商品ID,商品規格ID,親規格組合わせID,規格組合わせID,親規格分類ID,規格分類ID,親規格分類名,規格分類名,メーカーID,メーカー名,商品名,表示ステータス(公開・非公開),メーカーURL(コメント1),コメント2,検索ワード(コメント3),コメント4,コメント5,コメント6,備考欄(SHOP専用),一覧-メインコメント,一覧-メイン画像,詳細-メインコメント,詳細-メイン画像,詳細-メイン拡大画像,詳細-サブタイトル(1),詳細-サブコメント(1),詳細-サブ画像(1),詳細-サブ拡大画像(1),詳細-サブタイトル(2),詳細-サブコメント(2),詳細-サブ画像(2),詳細-サブ拡大画像(2),詳細-サブタイトル(3),詳細-サブコメント(3),詳細-サブ画像(3),詳細-サブ拡大画像(3),詳細-サブタイトル(4),詳細-サブコメント(4),詳細-サブ画像(4),詳細-サブ拡大画像(4),詳細-サブタイトル(5),詳細-サブコメント(5),詳細-サブ画像(5),詳細-サブ拡大画像(5),発送日目安ID,削除フラグ,商品種別ID,商品コード,在庫数,在庫無制限フラグ,購入制限数,通常価格,販売価格,送料,ポイント付与率,ダウンロードファイル名,ダウンロード実ファイル,関連商品ID(1),関連商品コメント(1),関連商品ID(2),関連商品コメント(2),関連商品ID(3),関連商品コメント(3),関連商品ID(4),関連商品コメント(4),関連商品ID(5),関連商品コメント(5),関連商品ID(6),関連商品コメント(6),商品ステータス,商品ステータス名,カテゴリID,カテゴリ名
1000057,,,,,,,,5,三菱重工,三菱重工 業務用エアコン 風向ガイド 横吹出機 P40〜P63形 部材,1,,"HA06935A｜三菱重工 業務用エアコン 室外機用 風向ガイド 横吹出機 SUS材 P40〜P63形 部材｜販売価格:19,440円 「東京空調センター」は、業務用エアコン通販専門サイトです！全国送料無料！激安価格にてご提供させて頂いております。",三菱重工 業務用エアコン<br>室外機用 風向ガイド 横吹出機<br>SUS材 P40〜P63形 部材,HA06935A,,,,"<img src=""https://www.tokyo-aircon.net/images/ind_aircon/ind-buzai.png"">",jyuko_buzai/201709/ha06935a.jpg,三菱重工 業務用エアコン<br>室外機用 風向ガイド 横吹出機<br>SUS材 P40〜P63形 部材,jyuko_buzai/201709/ha06935a.jpg,,,"<ul class=""set_comment_list""><li>※こちらは業務用エアコンの部材となります。使用可能なメーカー及び型番など必ず事前にご確認ください。</li><li>※横吹出機の吹出方向を斜上吹きとして使用できます。</li></ul>",,,,,,,,,,,,"<div class=""table_airconStd""><table cellspacing=""0"" cellpadding=""0""><tbody><tr><th>サイズ</th><td>縦460mm×横524mm×奥行112mm</td></tr><tr><th>適用機種</th><td>P40〜P63形</td></tr><tr><th>型番末尾</th><td>4HAG形対応</td></tr><tr><th>材質</th><td>SUS材</td></tr></tbody></table></div>",,,,0=出品,,,2,0,1,HA06935A,,1,,19440,19440,,0,,,,,,,,,,,,,,,,,"100200,100100",
