商品ID,商品規格ID,親規格組合わせID,規格組合わせID,親規格分類ID,規格分類ID,親規格分類名,規格分類名,メーカーID,メーカー名,商品名,表示ステータス(公開・非公開),メーカーURL(コメント1),コメント2,検索ワード(コメント3),コメント4,コメント5,コメント6,備考欄(SHOP専用),一覧-メインコメント,一覧-メイン画像,詳細-メインコメント,詳細-メイン画像,詳細-メイン拡大画像,詳細-サブタイトル(1),詳細-サブコメント(1),詳細-サブ画像(1),詳細-サブ拡大画像(1),詳細-サブタイトル(2),詳細-サブコメント(2),詳細-サブ画像(2),詳細-サブ拡大画像(2),詳細-サブタイトル(3),詳細-サブコメント(3),詳細-サブ画像(3),詳細-サブ拡大画像(3),詳細-サブタイトル(4),詳細-サブコメント(4),詳細-サブ画像(4),詳細-サブ拡大画像(4),詳細-サブタイトル(5),詳細-サブコメント(5),詳細-サブ画像(5),詳細-サブ拡大画像(5),発送日目安ID,削除フラグ,商品種別ID,商品コード,在庫数,在庫無制限フラグ,購入制限数,通常価格,販売価格,送料,ポイント付与率,ダウンロードファイル名,ダウンロード実ファイル,関連商品ID(1),関連商品コメント(1),関連商品ID(2),関連商品コメント(2),関連商品ID(3),関連商品コメント(3),関連商品ID(4),関連商品コメント(4),関連商品ID(5),関連商品コメント(5),関連商品ID(6),関連商品コメント(6),商品ステータス,商品ステータス名,カテゴリID,カテゴリ名
500599,,,,,,,,3,三菱電機,【三菱電機 霧ケ峰】 床置形 シングル Kシリーズ,1,,"MFZ-K635S-W｜【三菱電機 ハウジングエアコン 霧ケ峰】 床置形 シングル単相200V 室内・室外選択 ワイヤレス Kシリーズ｜販売価格:826,200｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【三菱電機 ハウジングエアコン 霧ケ峰】<br>床置形<br>シングル単相200V 室内・室外選択 ワイヤレス Kシリーズ,MFZ-K635S-W,,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",mitsubishi_housing/201502/mfz-k635s-w.jpg,"【三菱電機 ハウジングエアコン 霧ケ峰】<br>床置形<br>シングル単相200V 室内・室外選択 ワイヤレス Kシリーズ<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",mitsubishi_housing/201502/mfz-k635s-w.jpg,,,"<ul><li><font style=""color: red;"">※リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,mitsubishi_housing/201502/sub/mufz-k635s.jpg,,,,mitsubishi_housing/201502/sub/rc.jpg,,,,,,"<div class=""set"">▼セット内容<br />室内機：MFZ-K635S-W x 1<br />室外機：MUFZ-K635S x 1<br />リモコン：同梱リモコン x 1<br /></div>",,,,,,,2,0,1,MFZ-K635S-W,,1,,826200,826200,,0,,,,,,,,,,,,,,,,,"200146,210166",
500600,,,,,,,,3,三菱電機,【三菱電機 霧ケ峰】 床置形 シングル Kシリーズ,1,,"MFZ-K635S-B｜【三菱電機 ハウジングエアコン 霧ケ峰】 床置形 シングル単相200V 室内・室外選択 ワイヤレス Kシリーズ｜販売価格:826,200｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【三菱電機 ハウジングエアコン 霧ケ峰】<br>床置形<br>シングル単相200V 室内・室外選択 ワイヤレス Kシリーズ,MFZ-K635S-B,,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",mitsubishi_housing/201502/mfz-k635s-b.jpg,"【三菱電機 ハウジングエアコン 霧ケ峰】<br>床置形<br>シングル単相200V 室内・室外選択 ワイヤレス Kシリーズ<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",mitsubishi_housing/201502/mfz-k635s-b.jpg,,,"<ul><li><font style=""color: red;"">※リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,mitsubishi_housing/201502/sub/mufz-k635s.jpg,,,,mitsubishi_housing/201502/sub/rc.jpg,,,,,,"<div class=""set"">▼セット内容<br />室内機：MFZ-K635S-B x 1<br />室外機：MUFZ-K635S x 1<br />リモコン：同梱リモコン x 1<br /></div>",,,,,,,2,0,1,MFZ-K635S-B,,1,,826200,826200,,0,,,,,,,,,,,,,,,,,"200146,210166",
500601,,,,,,,,3,三菱電機,【三菱電機 霧ケ峰】 床置形 10畳程度 シングル HKシリーズ,1,,"MFZ-HK285S-W｜【三菱電機 ハウジングエアコン 霧ケ峰】 床置形 10畳程度 シングル 単相200V 室内・室外選択 ワイヤレス HKシリーズ｜販売価格:459,000｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【三菱電機 ハウジングエアコン 霧ケ峰】<br>床置形 10畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス HKシリーズ,MFZ-HK285S-W,,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",mitsubishi_housing/201502/mfz-hk285s-w.jpg,"【三菱電機 ハウジングエアコン 霧ケ峰】<br>床置形 10畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス HKシリーズ<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",mitsubishi_housing/201502/mfz-hk285s-w.jpg,,,"<ul><li><font style=""color: red;"">※リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,mitsubishi_housing/201502/sub/mufz-hk285s.jpg,,,,mitsubishi_housing/201502/sub/rc.jpg,,,,,,"<div class=""set"">▼セット内容<br />室内機：MFZ-HK285S-W x 1<br />室外機：MUFZ-HK285S x 1<br />リモコン：同梱リモコン x 1<br /></div>",,,,,,,2,0,1,MFZ-HK285S-W,,1,,459000,459000,,0,,,,,,,,,,,,,,,,,"200146,210155",
500602,,,,,,,,3,三菱電機,【三菱電機 霧ケ峰】 床置形 10畳程度 シングル HKシリーズ,1,,"MFZ-HK285S-B｜【三菱電機 ハウジングエアコン 霧ケ峰】 床置形 10畳程度 シングル 単相200V 室内・室外選択 ワイヤレス HKシリーズ｜販売価格:459,000｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【三菱電機 ハウジングエアコン 霧ケ峰】<br>床置形 10畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス HKシリーズ,MFZ-HK285S-B,,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",mitsubishi_housing/201502/mfz-hk285s-b.jpg,"【三菱電機 ハウジングエアコン 霧ケ峰】<br>床置形 10畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス HKシリーズ<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",mitsubishi_housing/201502/mfz-hk285s-b.jpg,,,"<ul><li><font style=""color: red;"">※リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,mitsubishi_housing/201502/sub/mufz-hk285s.jpg,,,,mitsubishi_housing/201502/sub/rc.jpg,,,,,,"<div class=""set"">▼セット内容<br />室内機：MFZ-HK285S-B x 1<br />室外機：MUFZ-HK285S x 1<br />リモコン：同梱リモコン x 1<br /></div>",,,,,,,2,0,1,MFZ-HK285S-B,,1,,459000,459000,,0,,,,,,,,,,,,,,,,,"200146,210155",
500603,,,,,,,,3,三菱電機,【三菱電機 霧ケ峰】 床置形 14畳程度 シングル HKシリーズ,1,,"MFZ-HK405S-W｜【三菱電機 ハウジングエアコン 霧ケ峰】 床置形 14畳程度 シングル 単相200V 室内・室外選択 ワイヤレス HKシリーズ｜販売価格:556,200｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【三菱電機 ハウジングエアコン 霧ケ峰】<br>床置形 14畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス HKシリーズ,MFZ-HK405S-W,,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",mitsubishi_housing/201502/mfz-hk405s-w.jpg,"【三菱電機 ハウジングエアコン 霧ケ峰】<br>床置形 14畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス HKシリーズ<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",mitsubishi_housing/201502/mfz-hk405s-w.jpg,,,"<ul><li><font style=""color: red;"">※リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,mitsubishi_housing/201502/sub/mufz-hk405s.jpg,,,,mitsubishi_housing/201502/sub/rc.jpg,,,,,,"<div class=""set"">▼セット内容<br />室内機：MFZ-HK405S-W x 1<br />室外機：MUFZ-HK405S x 1<br />リモコン：同梱リモコン x 1<br /></div>",,,,,,,2,0,1,MFZ-HK405S-W,,1,,556200,556200,,0,,,,,,,,,,,,,,,,,"200146,210157",
500604,,,,,,,,3,三菱電機,【三菱電機 霧ケ峰】 床置形 14畳程度 シングル HKシリーズ,1,,"MFZ-HK405S-B｜【三菱電機 ハウジングエアコン 霧ケ峰】 床置形 14畳程度 シングル 単相200V 室内・室外選択 ワイヤレス HKシリーズ｜販売価格:556,200｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【三菱電機 ハウジングエアコン 霧ケ峰】<br>床置形 14畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス HKシリーズ,MFZ-HK405S-B,,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",mitsubishi_housing/201502/mfz-hk405s-b.jpg,"【三菱電機 ハウジングエアコン 霧ケ峰】<br>床置形 14畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス HKシリーズ<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",mitsubishi_housing/201502/mfz-hk405s-b.jpg,,,"<ul><li><font style=""color: red;"">※リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,mitsubishi_housing/201502/sub/mufz-hk405s.jpg,,,,mitsubishi_housing/201502/sub/rc.jpg,,,,,,"<div class=""set"">▼セット内容<br />室内機：MFZ-HK405S-B x 1<br />室外機：MUFZ-HK405S x 1<br />リモコン：同梱リモコン x 1<br /></div>",,,,,,,2,0,1,MFZ-HK405S-B,,1,,556200,556200,,0,,,,,,,,,,,,,,,,,"200146,210157",
500605,,,,,,,,3,三菱電機,【三菱電機 霧ケ峰】 床置形 16畳程度 シングル HKシリーズ,1,,"MFZ-HK505S-W｜【三菱電機 ハウジングエアコン 霧ケ峰】 床置形 16畳程度 シングル 単相200V 室内・室外選択 ワイヤレス HKシリーズ｜販売価格:664,200｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【三菱電機 ハウジングエアコン 霧ケ峰】<br>床置形 16畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス HKシリーズ,MFZ-HK505S-W,,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",mitsubishi_housing/201502/mfz-hk505s-w.jpg,"【三菱電機 ハウジングエアコン 霧ケ峰】<br>床置形 16畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス HKシリーズ<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",mitsubishi_housing/201502/mfz-hk505s-w.jpg,,,"<ul><li><font style=""color: red;"">※リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,mitsubishi_housing/201502/sub/mufz-hk505s.jpg,,,,mitsubishi_housing/201502/sub/rc.jpg,,,,,,"<div class=""set"">▼セット内容<br />室内機：MFZ-HK505S-W x 1<br />室外機：MUFZ-HK505S x 1<br />リモコン：同梱リモコン x 1<br /></div>",,,,,,,2,0,1,MFZ-HK505S-W,,1,,664200,664200,,0,,,,,,,,,,,,,,,,,"200146,210160",
500606,,,,,,,,3,三菱電機,【三菱電機 霧ケ峰】 床置形 16畳程度 シングル HKシリーズ,1,,"MFZ-HK505S-B｜【三菱電機 ハウジングエアコン 霧ケ峰】 床置形 16畳程度 シングル 単相200V 室内・室外選択 ワイヤレス HKシリーズ｜販売価格:664,200｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【三菱電機 ハウジングエアコン 霧ケ峰】<br>床置形 16畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス HKシリーズ,MFZ-HK505S-B,,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",mitsubishi_housing/201502/mfz-hk505s-b.jpg,"【三菱電機 ハウジングエアコン 霧ケ峰】<br>床置形 16畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス HKシリーズ<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",mitsubishi_housing/201502/mfz-hk505s-b.jpg,,,"<ul><li><font style=""color: red;"">※リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,mitsubishi_housing/201502/sub/mufz-hk505s.jpg,,,,mitsubishi_housing/201502/sub/rc.jpg,,,,,,"<div class=""set"">▼セット内容<br />室内機：MFZ-HK505S-B x 1<br />室外機：MUFZ-HK505S x 1<br />リモコン：同梱リモコン x 1<br /></div>",,,,,,,2,0,1,MFZ-HK505S-B,,1,,664200,664200,,0,,,,,,,,,,,,,,,,,"200146,210160",
500607,,,,,,,,3,三菱電機,【三菱電機 霧ケ峰】 床置形 18畳程度 シングル HKシリーズ,1,,"MFZ-HK565S-W｜【三菱電機 ハウジングエアコン 霧ケ峰】 床置形 18畳程度 シングル 単相200V 室内・室外選択 ワイヤレス HKシリーズ｜販売価格:772,200｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【三菱電機 ハウジングエアコン 霧ケ峰】<br>床置形 18畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス HKシリーズ,MFZ-HK565S-W,,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",mitsubishi_housing/201502/mfz-hk565s-w.jpg,"【三菱電機 ハウジングエアコン 霧ケ峰】<br>床置形 18畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス HKシリーズ<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",mitsubishi_housing/201502/mfz-hk565s-w.jpg,,,"<ul><li><font style=""color: red;"">※リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,mitsubishi_housing/201502/sub/mufz-hk565s.jpg,,,,mitsubishi_housing/201502/sub/rc.jpg,,,,,,"<div class=""set"">▼セット内容<br />室内機：MFZ-HK565S-W x 1<br />室外機：MUFZ-HK565S x 1<br />リモコン：同梱リモコン x 1<br /></div>",,,,,,,2,0,1,MFZ-HK565S-W,,1,,772200,772200,,0,,,,,,,,,,,,,,,,,"200146,210164",
500608,,,,,,,,3,三菱電機,【三菱電機 霧ケ峰】 床置形 18畳程度 シングル HKシリーズ,1,,"MFZ-HK565S-B｜【三菱電機 ハウジングエアコン 霧ケ峰】 床置形 18畳程度 シングル 単相200V 室内・室外選択 ワイヤレス HKシリーズ｜販売価格:772,200｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【三菱電機 ハウジングエアコン 霧ケ峰】<br>床置形 18畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス HKシリーズ,MFZ-HK565S-B,,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",mitsubishi_housing/201502/mfz-hk565s-b.jpg,"【三菱電機 ハウジングエアコン 霧ケ峰】<br>床置形 18畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス HKシリーズ<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",mitsubishi_housing/201502/mfz-hk565s-b.jpg,,,"<ul><li><font style=""color: red;"">※リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,mitsubishi_housing/201502/sub/mufz-hk565s.jpg,,,,mitsubishi_housing/201502/sub/rc.jpg,,,,,,"<div class=""set"">▼セット内容<br />室内機：MFZ-HK565S-B x 1<br />室外機：MUFZ-HK565S x 1<br />リモコン：同梱リモコン x 1<br /></div>",,,,,,,2,0,1,MFZ-HK565S-B,,1,,772200,772200,,0,,,,,,,,,,,,,,,,,"200146,210164",
