id	title	description	link	price	brand	condition	image link	mpn	product type	availability
1354	ASSB08055M1｜東芝 業務用エアコン スーパーパワーエコ 天井カセット1方向  3馬力 同時ツイン 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井カセット1方向  3馬力 同時ツイン	http://www.tokyo-aircon.net/products/ASSB08055M1.html	214999	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/assb08055m1.jpg	ASSB08055M1	業務用エアコン > 天井埋込カセット形1方向 > 3馬力	in stock
1355	ASSB11255M｜東芝 業務用エアコン スーパーパワーエコ 天井カセット1方向  4馬力 同時ツイン 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井カセット1方向  4馬力 同時ツイン	http://www.tokyo-aircon.net/products/ASSB11255M.html	251999	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/assb11255m.jpg	ASSB11255M	業務用エアコン > 天井埋込カセット形1方向 > 4馬力	in stock
1356	ASSB14055M｜東芝 業務用エアコン スーパーパワーエコ 天井カセット1方向  5馬力 同時ツイン 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井カセット1方向  5馬力 同時ツイン	http://www.tokyo-aircon.net/products/ASSB14055M.html	282999	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/assb14055m.jpg	ASSB14055M	業務用エアコン > 天井埋込カセット形1方向 > 5馬力	in stock
1357	ASSB16055M｜東芝 業務用エアコン スーパーパワーエコ 天井カセット1方向  6馬力 同時ツイン 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井カセット1方向  6馬力 同時ツイン	http://www.tokyo-aircon.net/products/ASSB16055M.html	299999	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/assb16055m.jpg	ASSB16055M	業務用エアコン > 天井埋込カセット形1方向 > 6馬力	in stock
1358	ASSC16055M｜東芝 業務用エアコン スーパーパワーエコ 天井カセット1方向  6馬力 同時トリプル 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井カセット1方向  6馬力 同時トリプル	http://www.tokyo-aircon.net/products/ASSC16055M.html	344999	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/assc16055m.jpg	ASSC16055M	業務用エアコン > 天井埋込カセット形1方向 > 6馬力	in stock
1359	ASSE16055M｜東芝 業務用エアコン スーパーパワーエコ 天井カセット1方向  6馬力 同時トリプル 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井カセット1方向  6馬力 同時トリプル	http://www.tokyo-aircon.net/products/ASSE16055M.html	340999	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/asse16055m.jpg	ASSE16055M	業務用エアコン > 天井埋込カセット形1方向 > 6馬力	in stock
1360	ASSC22454M｜東芝 業務用エアコン スーパーパワーエコ 天井カセット1方向  8馬力 同時トリプル 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井カセット1方向  8馬力 同時トリプル	http://www.tokyo-aircon.net/products/ASSC22454M.html	437999	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/assc22454m.jpg	ASSC22454M	業務用エアコン > 天井埋込カセット形1方向 > 8馬力	in stock
1361	ASSF22454M｜東芝 業務用エアコン スーパーパワーエコ 天井カセット1方向  8馬力 同時ダブルツイン 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井カセット1方向  8馬力 同時ダブルツイン	http://www.tokyo-aircon.net/products/ASSF22454M.html	487999	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/assf22454m.jpg	ASSF22454M	業務用エアコン > 天井埋込カセット形1方向 > 8馬力	in stock
1362	ASSF28054M｜東芝 業務用エアコン スーパーパワーエコ 天井カセット1方向  10馬力 同時ダブルツイン 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井カセット1方向  10馬力 同時ダブルツイン	http://www.tokyo-aircon.net/products/ASSF28054M.html	555999	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/assf28054m.jpg	ASSF28054M	業務用エアコン > 天井埋込カセット形1方向 > 10馬力	in stock
1363	ABSA04055JA1｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  1.5馬力 シングル 超省エネ 単相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  1.5馬力 シングル	http://www.tokyo-aircon.net/products/ABSA04055JA1.html	121329	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absa04055ja1.jpg	ABSA04055JA1	業務用エアコン > ビルトイン形 > 1.5馬力	in stock
1364	ABSA04555JA1｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  1.8馬力 シングル 超省エネ 単相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  1.8馬力 シングル	http://www.tokyo-aircon.net/products/ABSA04555JA1.html	130029	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absa04555ja1.jpg	ABSA04555JA1	業務用エアコン > ビルトイン形 > 1.8馬力	in stock
1365	ABSA05055JA1｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  2馬力 シングル 超省エネ 単相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  2馬力 シングル	http://www.tokyo-aircon.net/products/ABSA05055JA1.html	137085	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absa05055ja1.jpg	ABSA05055JA1	業務用エアコン > ビルトイン形 > 2馬力	in stock
1366	ABSA05655JA1｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  2.3馬力 シングル 超省エネ 単相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  2.3馬力 シングル	http://www.tokyo-aircon.net/products/ABSA05655JA1.html	142629	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absa05655ja1.jpg	ABSA05655JA1	業務用エアコン > ビルトイン形 > 2.3馬力	in stock
1367	ABSA06355JA1｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  2.5馬力 シングル 超省エネ 単相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  2.5馬力 シングル	http://www.tokyo-aircon.net/products/ABSA06355JA1.html	149685	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absa06355ja1.jpg	ABSA06355JA1	業務用エアコン > ビルトイン形 > 2.5馬力	in stock
1368	ABSA08055JA1｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  3馬力 シングル 超省エネ 単相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  3馬力 シングル	http://www.tokyo-aircon.net/products/ABSA08055JA1.html	161025	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absa08055ja1.jpg	ABSA08055JA1	業務用エアコン > ビルトイン形 > 3馬力	in stock
1369	ABSA04055A1｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  1.5馬力 シングル 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  1.5馬力 シングル	http://www.tokyo-aircon.net/products/ABSA04055A1.html	121329	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absa04055a1.jpg	ABSA04055A1	業務用エアコン > ビルトイン形 > 1.5馬力	in stock
1370	ABSA04555A1｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  1.8馬力 シングル 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  1.8馬力 シングル	http://www.tokyo-aircon.net/products/ABSA04555A1.html	130029	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absa04555a1.jpg	ABSA04555A1	業務用エアコン > ビルトイン形 > 1.8馬力	in stock
1371	ABSA05055A1｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  2馬力 シングル 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  2馬力 シングル	http://www.tokyo-aircon.net/products/ABSA05055A1.html	137085	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absa05055a1.jpg	ABSA05055A1	業務用エアコン > ビルトイン形 > 2馬力	in stock
1372	ABSA05655A1｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  2.3馬力 シングル 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  2.3馬力 シングル	http://www.tokyo-aircon.net/products/ABSA05655A1.html	142629	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absa05655a1.jpg	ABSA05655A1	業務用エアコン > ビルトイン形 > 2.3馬力	in stock
1373	ABSA06355A1｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  2.5馬力 シングル 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  2.5馬力 シングル	http://www.tokyo-aircon.net/products/ABSA06355A1.html	149685	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absa06355a1.jpg	ABSA06355A1	業務用エアコン > ビルトイン形 > 2.5馬力	in stock
1374	ABSA08055A1｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  3馬力 シングル 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  3馬力 シングル	http://www.tokyo-aircon.net/products/ABSA08055A1.html	161025	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absa08055a1.jpg	ABSA08055A1	業務用エアコン > ビルトイン形 > 3馬力	in stock
1375	ABSA11255A｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  4馬力 シングル 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  4馬力 シングル	http://www.tokyo-aircon.net/products/ABSA11255A.html	185469	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absa11255a.jpg	ABSA11255A	業務用エアコン > ビルトイン形 > 4馬力	in stock
1376	ABSA14055A｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  5馬力 シングル 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  5馬力 シングル	http://www.tokyo-aircon.net/products/ABSA14055A.html	216465	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absa14055a.jpg	ABSA14055A	業務用エアコン > ビルトイン形 > 5馬力	in stock
1377	ABSA16055A｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  6馬力 シングル 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  6馬力 シングル	http://www.tokyo-aircon.net/products/ABSA16055A.html	234357	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absa16055a.jpg	ABSA16055A	業務用エアコン > ビルトイン形 > 6馬力	in stock
1378	ABSB08055JA1｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  3馬力 同時ツイン 超省エネ 単相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  3馬力 同時ツイン	http://www.tokyo-aircon.net/products/ABSB08055JA1.html	213675	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absb08055ja1.jpg	ABSB08055JA1	業務用エアコン > ビルトイン形 > 3馬力	in stock
1379	ABSB08055A1｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  3馬力 同時ツイン 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  3馬力 同時ツイン	http://www.tokyo-aircon.net/products/ABSB08055A1.html	213675	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absb08055a1.jpg	ABSB08055A1	業務用エアコン > ビルトイン形 > 3馬力	in stock
1380	ABSB11255A｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  4馬力 同時ツイン 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  4馬力 同時ツイン	http://www.tokyo-aircon.net/products/ABSB11255A.html	237615	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absb11255a.jpg	ABSB11255A	業務用エアコン > ビルトイン形 > 4馬力	in stock
1381	ABSB14055A｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  5馬力 同時ツイン 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  5馬力 同時ツイン	http://www.tokyo-aircon.net/products/ABSB14055A.html	265125	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absb14055a.jpg	ABSB14055A	業務用エアコン > ビルトイン形 > 5馬力	in stock
1382	ABSB16055A｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  6馬力 同時ツイン 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  6馬力 同時ツイン	http://www.tokyo-aircon.net/products/ABSB16055A.html	280875	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absb16055a.jpg	ABSB16055A	業務用エアコン > ビルトイン形 > 6馬力	in stock
1383	ABSC16055A｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  6馬力 同時トリプル 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  6馬力 同時トリプル	http://www.tokyo-aircon.net/products/ABSC16055A.html	330225	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absc16055a.jpg	ABSC16055A	業務用エアコン > ビルトイン形 > 6馬力	in stock
1384	ABSE16055A｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  6馬力 同時トリプル 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  6馬力 同時トリプル	http://www.tokyo-aircon.net/products/ABSE16055A.html	330225	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/abse16055a.jpg	ABSE16055A	業務用エアコン > ビルトイン形 > 6馬力	in stock
1385	ABSA04055JM1｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  1.5馬力 シングル 超省エネ 単相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  1.5馬力 シングル	http://www.tokyo-aircon.net/products/ABSA04055JM1.html	120987	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absa04055jm1.jpg	ABSA04055JM1	業務用エアコン > ビルトイン形 > 1.5馬力	in stock
1386	ABSA04555JM1｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  1.8馬力 シングル 超省エネ 単相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  1.8馬力 シングル	http://www.tokyo-aircon.net/products/ABSA04555JM1.html	127987	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absa04555jm1.jpg	ABSA04555JM1	業務用エアコン > ビルトイン形 > 1.8馬力	in stock
1387	ABSA05055JM1｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  2馬力 シングル 超省エネ 単相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  2馬力 シングル	http://www.tokyo-aircon.net/products/ABSA05055JM1.html	138087	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absa05055jm1.jpg	ABSA05055JM1	業務用エアコン > ビルトイン形 > 2馬力	in stock
1388	ABSA05655JM1｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  2.3馬力 シングル 超省エネ 単相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  2.3馬力 シングル	http://www.tokyo-aircon.net/products/ABSA05655JM1.html	143627	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absa05655jm1.jpg	ABSA05655JM1	業務用エアコン > ビルトイン形 > 2.3馬力	in stock
1389	ABSA06355JM1｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  2.5馬力 シングル 超省エネ 単相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  2.5馬力 シングル	http://www.tokyo-aircon.net/products/ABSA06355JM1.html	150687	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absa06355jm1.jpg	ABSA06355JM1	業務用エアコン > ビルトイン形 > 2.5馬力	in stock
1390	ABSA08055JM1｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  3馬力 シングル 超省エネ 単相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  3馬力 シングル	http://www.tokyo-aircon.net/products/ABSA08055JM1.html	162027	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absa08055jm1.jpg	ABSA08055JM1	業務用エアコン > ビルトイン形 > 3馬力	in stock
1391	ABSA04055M1｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  1.5馬力 シングル 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  1.5馬力 シングル	http://www.tokyo-aircon.net/products/ABSA04055M1.html	120987	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absa04055m1.jpg	ABSA04055M1	業務用エアコン > ビルトイン形 > 1.5馬力	in stock
1392	ABSA04555M1｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  1.8馬力 シングル 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  1.8馬力 シングル	http://www.tokyo-aircon.net/products/ABSA04555M1.html	127987	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absa04555m1.jpg	ABSA04555M1	業務用エアコン > ビルトイン形 > 1.8馬力	in stock
1393	ABSA05055M1｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  2馬力 シングル 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  2馬力 シングル	http://www.tokyo-aircon.net/products/ABSA05055M1.html	138087	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absa05055m1.jpg	ABSA05055M1	業務用エアコン > ビルトイン形 > 2馬力	in stock
1394	ABSA05655M1｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  2.3馬力 シングル 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  2.3馬力 シングル	http://www.tokyo-aircon.net/products/ABSA05655M1.html	143627	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absa05655m1.jpg	ABSA05655M1	業務用エアコン > ビルトイン形 > 2.3馬力	in stock
1395	ABSA06355M1｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  2.5馬力 シングル 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  2.5馬力 シングル	http://www.tokyo-aircon.net/products/ABSA06355M1.html	150687	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absa06355m1.jpg	ABSA06355M1	業務用エアコン > ビルトイン形 > 2.5馬力	in stock
1396	ABSA08055M1｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  3馬力 シングル 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  3馬力 シングル	http://www.tokyo-aircon.net/products/ABSA08055M1.html	162027	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absa08055m1.jpg	ABSA08055M1	業務用エアコン > ビルトイン形 > 3馬力	in stock
1397	ABSA11255M｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  4馬力 シングル 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  4馬力 シングル	http://www.tokyo-aircon.net/products/ABSA11255M.html	186476	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absa11255m.jpg	ABSA11255M	業務用エアコン > ビルトイン形 > 4馬力	in stock
1398	ABSA14055M｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  5馬力 シングル 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  5馬力 シングル	http://www.tokyo-aircon.net/products/ABSA14055M.html	217472	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absa14055m.jpg	ABSA14055M	業務用エアコン > ビルトイン形 > 5馬力	in stock
1399	ABSA16055M｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  6馬力 シングル 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  6馬力 シングル	http://www.tokyo-aircon.net/products/ABSA16055M.html	235364	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absa16055m.jpg	ABSA16055M	業務用エアコン > ビルトイン形 > 6馬力	in stock
1400	ABSB08055JM1｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  3馬力 同時ツイン 超省エネ 単相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  3馬力 同時ツイン	http://www.tokyo-aircon.net/products/ABSB08055JM1.html	229999	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absb08055jm1.jpg	ABSB08055JM1	業務用エアコン > ビルトイン形 > 3馬力	in stock
1401	ABSB08055M1｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  3馬力 同時ツイン 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  3馬力 同時ツイン	http://www.tokyo-aircon.net/products/ABSB08055M1.html	229999	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absb08055m1.jpg	ABSB08055M1	業務用エアコン > ビルトイン形 > 3馬力	in stock
1402	ABSB11255M｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  4馬力 同時ツイン 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  4馬力 同時ツイン	http://www.tokyo-aircon.net/products/ABSB11255M.html	254999	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absb11255m.jpg	ABSB11255M	業務用エアコン > ビルトイン形 > 4馬力	in stock
1403	ABSB14055M｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  5馬力 同時ツイン 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  5馬力 同時ツイン	http://www.tokyo-aircon.net/products/ABSB14055M.html	284999	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absb14055m.jpg	ABSB14055M	業務用エアコン > ビルトイン形 > 5馬力	in stock
1404	ABSB16055M｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  6馬力 同時ツイン 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  6馬力 同時ツイン	http://www.tokyo-aircon.net/products/ABSB16055M.html	301999	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absb16055m.jpg	ABSB16055M	業務用エアコン > ビルトイン形 > 6馬力	in stock
1405	ABSB22454M｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  8馬力 同時ツイン 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  8馬力 同時ツイン	http://www.tokyo-aircon.net/products/ABSB22454M.html	389999	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absb22454m.jpg	ABSB22454M	業務用エアコン > ビルトイン形 > 8馬力	in stock
1406	ABSB28054M｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  10馬力 同時ツイン 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  10馬力 同時ツイン	http://www.tokyo-aircon.net/products/ABSB28054M.html	463999	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absb28054m.jpg	ABSB28054M	業務用エアコン > ビルトイン形 > 10馬力	in stock
1407	ABSC16055M｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  6馬力 同時トリプル 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  6馬力 同時トリプル	http://www.tokyo-aircon.net/products/ABSC16055M.html	354999	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absc16055m.jpg	ABSC16055M	業務用エアコン > ビルトイン形 > 6馬力	in stock
1408	ABSE16055M｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  6馬力 同時トリプル 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  6馬力 同時トリプル	http://www.tokyo-aircon.net/products/ABSE16055M.html	354999	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/abse16055m.jpg	ABSE16055M	業務用エアコン > ビルトイン形 > 6馬力	in stock
1409	ABSC22454M｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  8馬力 同時トリプル 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  8馬力 同時トリプル	http://www.tokyo-aircon.net/products/ABSC22454M.html	439999	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absc22454m.jpg	ABSC22454M	業務用エアコン > ビルトイン形 > 8馬力	in stock
1410	ABSE22454M｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  8馬力 同時トリプル 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  8馬力 同時トリプル	http://www.tokyo-aircon.net/products/ABSE22454M.html	439999	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/abse22454m.jpg	ABSE22454M	業務用エアコン > ビルトイン形 > 8馬力	in stock
1411	ABSE28054M｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  10馬力 同時トリプル 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  10馬力 同時トリプル	http://www.tokyo-aircon.net/products/ABSE28054M.html	510999	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/abse28054m.jpg	ABSE28054M	業務用エアコン > ビルトイン形 > 10馬力	in stock
1412	ABSD28054M｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  10馬力 同時トリプル 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  10馬力 同時トリプル	http://www.tokyo-aircon.net/products/ABSD28054M.html	503999	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absd28054m.jpg	ABSD28054M	業務用エアコン > ビルトイン形 > 10馬力	in stock
1413	ABSF22454M｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  8馬力 同時ダブルツイン 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  8馬力 同時ダブルツイン	http://www.tokyo-aircon.net/products/ABSF22454M.html	492999	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absf22454m.jpg	ABSF22454M	業務用エアコン > ビルトイン形 > 8馬力	in stock
1414	ABSF28054M｜東芝 業務用エアコン スーパーパワーエコ 天井埋込ビルトイン  10馬力 同時ダブルツイン 超省エネ 三相200V ワイヤード	東芝 スーパーパワーエコ 天井埋込ビルトイン  10馬力 同時ダブルツイン	http://www.tokyo-aircon.net/products/ABSF28054M.html	558999	東芝	new	http://www.tokyo-aircon.net/upload/save_image/toshiba/201205/absf28054m.jpg	ABSF28054M	業務用エアコン > ビルトイン形 > 10馬力	in stock
