商品ID,商品規格ID,親規格組合わせID,規格組合わせID,親規格分類ID,規格分類ID,親規格分類名,規格分類名,メーカーID,メーカー名,商品名,表示ステータス(公開・非公開),メーカーURL(コメント1),コメント2,検索ワード(コメント3),コメント4,コメント5,コメント6,備考欄(SHOP専用),一覧-メインコメント,一覧-メイン画像,詳細-メインコメント,詳細-メイン画像,詳細-メイン拡大画像,詳細-サブタイトル(1),詳細-サブコメント(1),詳細-サブ画像(1),詳細-サブ拡大画像(1),詳細-サブタイトル(2),詳細-サブコメント(2),詳細-サブ画像(2),詳細-サブ拡大画像(2),詳細-サブタイトル(3),詳細-サブコメント(3),詳細-サブ画像(3),詳細-サブ拡大画像(3),詳細-サブタイトル(4),詳細-サブコメント(4),詳細-サブ画像(4),詳細-サブ拡大画像(4),詳細-サブタイトル(5),詳細-サブコメント(5),詳細-サブ画像(5),詳細-サブ拡大画像(5),発送日目安ID,削除フラグ,商品種別ID,商品コード,在庫数,在庫無制限フラグ,購入制限数,通常価格,販売価格,送料,ポイント付与率,ダウンロードファイル名,ダウンロード実ファイル,関連商品ID(1),関連商品コメント(1),関連商品ID(2),関連商品コメント(2),関連商品ID(3),関連商品コメント(3),関連商品ID(4),関連商品コメント(4),関連商品ID(5),関連商品コメント(5),関連商品ID(6),関連商品コメント(6),商品ステータス,商品ステータス名,カテゴリID,カテゴリ名
45265,,,,,,,,3,三菱電機,三菱電機 天井カセット4方向 ぐるっとスマート気流 1.5馬力 シングル 冷媒R32 スリムZR,1,,"PLZ-ZRMP40SEFGV｜三菱電機 業務用エアコン スリムZR 天井カセット4方向 ぐるっとスマート気流 人感ムーブアイ 1.5馬力 シングル 超省エネ 単相200V ワイヤード｜販売価格:903,000｜「東京空調センター」では、業務用エアコンを驚きの価格でご提供いたします。日本全国送料無料です。",三菱電機 業務用エアコン スリムZR<br>天井カセット4方向 ぐるっとスマート気流 人感ムーブアイ 1.5馬力 シングル<br>超省エネ 単相200V ワイヤード,PLZ-ZRMP40SEFGV,,,,"<img src=""https://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""https://www.tokyo-aircon.net/images/ind_aircon/ind-wired.png"">",mitsubishi/201903/plz-zrmp40sefgv.jpg,三菱電機 業務用エアコン スリムZR<br>天井カセット4方向 ぐるっとスマート気流 人感ムーブアイ 1.5馬力 シングル<br>超省エネ 単相200V ワイヤード,mitsubishi/201903/plz-zrmp40sefgv.jpg,,gm4,"<ul class=""set_comment_list""><li>※パネル・リモコンを含む合計金額です</li></ul>",,,,,,,,"<p class=""poText"">PLZ-ZRMP40SEFGVの能力は、1.5馬力程度となります。<br>同じ広さでもエアコンの効き具合は、使用条件や建物の構造により異なります。<br>各設置場所ごとの空調面積目安となりますので、ぜひご参考にご覧ください。</p><table cellspacing=""0"" cellpadding=""0"" class=""table_4""><tbody> <tr><th>用途</th><th>平米数</th><th>坪数</th><th>畳数</th> </tr> <tr><td>事務所・オフィス</td><td>21 - 31 m2</td><td>6 - 9 坪</td><td>12 - 18 畳</td> </tr> <tr><td>一般商店</td><td>16 - 23 m2</td><td>5 - 7 坪</td><td>10 - 14 畳</td> </tr> <tr><td>飲食店</td><td>10 - 16 m2</td><td>3 - 5 坪</td><td>6 - 10 畳</td> </tr> <tr><td>理容室・美容室</td><td>12 - 16 m2</td><td>3 - 5 坪</td><td>6 - 10 畳</td> </tr> <tr><td>病院・医院・学校</td><td>21 - 31 m2</td><td>6 - 9 坪</td><td>12 - 18 畳</td> </tr></tbody></table>",,,,"<div class=""table_airconStd""><table cellspacing=""0"" cellpadding=""0""><tbody><tr><th>室内機</th><td>PL-ZRP40EA7 x 1</td></tr><tr><th>室外機</th><td>PUZ-ZRMP40SKA8 x 1</td></tr><tr><th>パネル</th><td>PLP-P160EWF3 x 1</td></tr><tr><th>リモコン</th><td>PAR-41MA x 1</td></tr><tr><th>左右ルーバユニット</th><td>PLP-U160ELR x 1</td></tr></tbody></table></div>",,,,0=出品,,,2,0,1,PLZ-ZRMP40SEFGV,,1,,975240,975240,,0,,,,,,,,,,,,,,,,,"100161,110001",
45266,,,,,,,,3,三菱電機,三菱電機 天井カセット4方向 ぐるっとスマート気流 1.5馬力 シングル 冷媒R32 スリムZR,1,,"PLZ-ZRMP40EFGV｜三菱電機 業務用エアコン スリムZR 天井カセット4方向 ぐるっとスマート気流 人感ムーブアイ 1.5馬力 シングル 超省エネ 三相200V ワイヤード｜販売価格:903,000｜「東京空調センター」では、業務用エアコンを驚きの価格でご提供いたします。日本全国送料無料です。",三菱電機 業務用エアコン スリムZR<br>天井カセット4方向 ぐるっとスマート気流 人感ムーブアイ 1.5馬力 シングル<br>超省エネ 三相200V ワイヤード,PLZ-ZRMP40EFGV,,,,"<img src=""https://www.tokyo-aircon.net/images/ind_aircon/ind-s200.png""><img src=""https://www.tokyo-aircon.net/images/ind_aircon/ind-wired.png"">",mitsubishi/201903/plz-zrmp40efgv.jpg,三菱電機 業務用エアコン スリムZR<br>天井カセット4方向 ぐるっとスマート気流 人感ムーブアイ 1.5馬力 シングル<br>超省エネ 三相200V ワイヤード,mitsubishi/201903/plz-zrmp40efgv.jpg,,gm4,"<ul class=""set_comment_list""><li>※パネル・リモコンを含む合計金額です</li></ul>",,,,,,,,"<p class=""poText"">PLZ-ZRMP40EFGVの能力は、1.5馬力程度となります。<br>同じ広さでもエアコンの効き具合は、使用条件や建物の構造により異なります。<br>各設置場所ごとの空調面積目安となりますので、ぜひご参考にご覧ください。</p><table cellspacing=""0"" cellpadding=""0"" class=""table_4""><tbody> <tr><th>用途</th><th>平米数</th><th>坪数</th><th>畳数</th> </tr> <tr><td>事務所・オフィス</td><td>21 - 31 m2</td><td>6 - 9 坪</td><td>12 - 18 畳</td> </tr> <tr><td>一般商店</td><td>16 - 23 m2</td><td>5 - 7 坪</td><td>10 - 14 畳</td> </tr> <tr><td>飲食店</td><td>10 - 16 m2</td><td>3 - 5 坪</td><td>6 - 10 畳</td> </tr> <tr><td>理容室・美容室</td><td>12 - 16 m2</td><td>3 - 5 坪</td><td>6 - 10 畳</td> </tr> <tr><td>病院・医院・学校</td><td>21 - 31 m2</td><td>6 - 9 坪</td><td>12 - 18 畳</td> </tr></tbody></table>",,,,"<div class=""table_airconStd""><table cellspacing=""0"" cellpadding=""0""><tbody><tr><th>室内機</th><td>PL-ZRP40EA7 x 1</td></tr><tr><th>室外機</th><td>PUZ-ZRMP40KA8 x 1</td></tr><tr><th>パネル</th><td>PLP-P160EWF3 x 1</td></tr><tr><th>リモコン</th><td>PAR-41MA x 1</td></tr><tr><th>左右ルーバユニット</th><td>PLP-U160ELR x 1</td></tr></tbody></table></div>",,,,0=出品,,,2,0,1,PLZ-ZRMP40EFGV,,1,,975240,975240,,0,,,,,,,,,,,,,,,,,"100161,110001",
45267,,,,,,,,3,三菱電機,三菱電機 天井カセット4方向 ぐるっとスマート気流 1.8馬力 シングル 冷媒R32 スリムZR,1,,"PLZ-ZRMP45SEFGV｜三菱電機 業務用エアコン スリムZR 天井カセット4方向 ぐるっとスマート気流 人感ムーブアイ 1.8馬力 シングル 超省エネ 単相200V ワイヤード｜販売価格:971,000｜「東京空調センター」では、業務用エアコンを驚きの価格でご提供いたします。日本全国送料無料です。",三菱電機 業務用エアコン スリムZR<br>天井カセット4方向 ぐるっとスマート気流 人感ムーブアイ 1.8馬力 シングル<br>超省エネ 単相200V ワイヤード,PLZ-ZRMP45SEFGV,,,,"<img src=""https://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""https://www.tokyo-aircon.net/images/ind_aircon/ind-wired.png"">",mitsubishi/201903/plz-zrmp45sefgv.jpg,三菱電機 業務用エアコン スリムZR<br>天井カセット4方向 ぐるっとスマート気流 人感ムーブアイ 1.8馬力 シングル<br>超省エネ 単相200V ワイヤード,mitsubishi/201903/plz-zrmp45sefgv.jpg,,gm4,"<ul class=""set_comment_list""><li>※パネル・リモコンを含む合計金額です</li></ul>",,,,,,,,"<p class=""poText"">PLZ-ZRMP45SEFGVの能力は、1.8馬力程度となります。<br>同じ広さでもエアコンの効き具合は、使用条件や建物の構造により異なります。<br>各設置場所ごとの空調面積目安となりますので、ぜひご参考にご覧ください。</p><table cellspacing=""0"" cellpadding=""0"" class=""table_4""><tbody> <tr><th>用途</th><th>平米数</th><th>坪数</th><th>畳数</th> </tr> <tr><td>事務所・オフィス</td><td>24 - 35 m2</td><td>7 - 12 坪</td><td>14 - 24 畳</td> </tr> <tr><td>一般商店</td><td>17 - 26 m2</td><td>5 - 8 坪</td><td>10 - 16 畳</td> </tr> <tr><td>飲食店</td><td>11 - 17 m2</td><td>3 - 5 坪</td><td>6 - 10 畳</td> </tr> <tr><td>理容室・美容室</td><td>14 - 17 m2</td><td>4 - 5 坪</td><td>8 - 10 畳</td> </tr> <tr><td>病院・医院・学校</td><td>24 - 35 m2</td><td>7 - 12 坪</td><td>14 - 24 畳</td> </tr></tbody></table>",,,,"<div class=""table_airconStd""><table cellspacing=""0"" cellpadding=""0""><tbody><tr><th>室内機</th><td>PL-ZRP45EA7 x 1</td></tr><tr><th>室外機</th><td>PUZ-ZRMP45SKA8 x 1</td></tr><tr><th>パネル</th><td>PLP-P160EWF3 x 1</td></tr><tr><th>リモコン</th><td>PAR-41MA x 1</td></tr><tr><th>左右ルーバユニット</th><td>PLP-U160ELR x 1</td></tr></tbody></table></div>",,,,0=出品,,,2,0,1,PLZ-ZRMP45SEFGV,,1,,1048680,1048680,,0,,,,,,,,,,,,,,,,,"100161,110002",
45268,,,,,,,,3,三菱電機,三菱電機 天井カセット4方向 ぐるっとスマート気流 1.8馬力 シングル 冷媒R32 スリムZR,1,,"PLZ-ZRMP45EFGV｜三菱電機 業務用エアコン スリムZR 天井カセット4方向 ぐるっとスマート気流 人感ムーブアイ 1.8馬力 シングル 超省エネ 三相200V ワイヤード｜販売価格:971,000｜「東京空調センター」では、業務用エアコンを驚きの価格でご提供いたします。日本全国送料無料です。",三菱電機 業務用エアコン スリムZR<br>天井カセット4方向 ぐるっとスマート気流 人感ムーブアイ 1.8馬力 シングル<br>超省エネ 三相200V ワイヤード,PLZ-ZRMP45EFGV,,,,"<img src=""https://www.tokyo-aircon.net/images/ind_aircon/ind-s200.png""><img src=""https://www.tokyo-aircon.net/images/ind_aircon/ind-wired.png"">",mitsubishi/201903/plz-zrmp45efgv.jpg,三菱電機 業務用エアコン スリムZR<br>天井カセット4方向 ぐるっとスマート気流 人感ムーブアイ 1.8馬力 シングル<br>超省エネ 三相200V ワイヤード,mitsubishi/201903/plz-zrmp45efgv.jpg,,gm4,"<ul class=""set_comment_list""><li>※パネル・リモコンを含む合計金額です</li></ul>",,,,,,,,"<p class=""poText"">PLZ-ZRMP45EFGVの能力は、1.8馬力程度となります。<br>同じ広さでもエアコンの効き具合は、使用条件や建物の構造により異なります。<br>各設置場所ごとの空調面積目安となりますので、ぜひご参考にご覧ください。</p><table cellspacing=""0"" cellpadding=""0"" class=""table_4""><tbody> <tr><th>用途</th><th>平米数</th><th>坪数</th><th>畳数</th> </tr> <tr><td>事務所・オフィス</td><td>24 - 35 m2</td><td>7 - 12 坪</td><td>14 - 24 畳</td> </tr> <tr><td>一般商店</td><td>17 - 26 m2</td><td>5 - 8 坪</td><td>10 - 16 畳</td> </tr> <tr><td>飲食店</td><td>11 - 17 m2</td><td>3 - 5 坪</td><td>6 - 10 畳</td> </tr> <tr><td>理容室・美容室</td><td>14 - 17 m2</td><td>4 - 5 坪</td><td>8 - 10 畳</td> </tr> <tr><td>病院・医院・学校</td><td>24 - 35 m2</td><td>7 - 12 坪</td><td>14 - 24 畳</td> </tr></tbody></table>",,,,"<div class=""table_airconStd""><table cellspacing=""0"" cellpadding=""0""><tbody><tr><th>室内機</th><td>PL-ZRP45EA7 x 1</td></tr><tr><th>室外機</th><td>PUZ-ZRMP45KA8 x 1</td></tr><tr><th>パネル</th><td>PLP-P160EWF3 x 1</td></tr><tr><th>リモコン</th><td>PAR-41MA x 1</td></tr><tr><th>左右ルーバユニット</th><td>PLP-U160ELR x 1</td></tr></tbody></table></div>",,,,0=出品,,,2,0,1,PLZ-ZRMP45EFGV,,1,,1048680,1048680,,0,,,,,,,,,,,,,,,,,"100161,110002",
45269,,,,,,,,3,三菱電機,三菱電機 天井カセット4方向 ぐるっとスマート気流 2馬力 シングル 冷媒R32 スリムZR,1,,"PLZ-ZRMP50SEFGV｜三菱電機 業務用エアコン スリムZR 天井カセット4方向 ぐるっとスマート気流 人感ムーブアイ 2馬力 シングル 超省エネ 単相200V ワイヤード｜販売価格:1,025,000｜「東京空調センター」では、業務用エアコンを驚きの価格でご提供いたします。日本全国送料無料です。",三菱電機 業務用エアコン スリムZR<br>天井カセット4方向 ぐるっとスマート気流 人感ムーブアイ 2馬力 シングル<br>超省エネ 単相200V ワイヤード,PLZ-ZRMP50SEFGV,,,,"<img src=""https://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""https://www.tokyo-aircon.net/images/ind_aircon/ind-wired.png"">",mitsubishi/201903/plz-zrmp50sefgv.jpg,三菱電機 業務用エアコン スリムZR<br>天井カセット4方向 ぐるっとスマート気流 人感ムーブアイ 2馬力 シングル<br>超省エネ 単相200V ワイヤード,mitsubishi/201903/plz-zrmp50sefgv.jpg,,gm4,"<ul class=""set_comment_list""><li>※パネル・リモコンを含む合計金額です</li></ul>",,,,,,,,"<p class=""poText"">PLZ-ZRMP50SEFGVの能力は、2馬力程度となります。<br>同じ広さでもエアコンの効き具合は、使用条件や建物の構造により異なります。<br>各設置場所ごとの空調面積目安となりますので、ぜひご参考にご覧ください。</p><table cellspacing=""0"" cellpadding=""0"" class=""table_4""><tbody> <tr><th>用途</th><th>平米数</th><th>坪数</th><th>畳数</th> </tr> <tr><td>事務所・オフィス</td><td>26 - 39 m2</td><td>8 - 12 坪</td><td>16 - 24 畳</td> </tr> <tr><td>一般商店</td><td>20 - 29 m2</td><td>6 - 9 坪</td><td>12 - 18 畳</td> </tr> <tr><td>飲食店</td><td>12 - 20 m2</td><td>4 - 6 坪</td><td>8 - 12 畳</td> </tr> <tr><td>理容室・美容室</td><td>16 - 20 m2</td><td>5 - 6 坪</td><td>10 - 12 畳</td> </tr> <tr><td>病院・医院・学校</td><td>26 - 39 m2</td><td>8 - 12 坪</td><td>16 - 24 畳</td> </tr></tbody></table>",,,,"<div class=""table_airconStd""><table cellspacing=""0"" cellpadding=""0""><tbody><tr><th>室内機</th><td>PL-ZRP50EA7 x 1</td></tr><tr><th>室外機</th><td>PUZ-ZRMP50SKA8 x 1</td></tr><tr><th>パネル</th><td>PLP-P160EWF3 x 1</td></tr><tr><th>リモコン</th><td>PAR-41MA x 1</td></tr><tr><th>左右ルーバユニット</th><td>PLP-U160ELR x 1</td></tr></tbody></table></div>",,,,0=出品,,,2,0,1,PLZ-ZRMP50SEFGV,,1,,1107000,1107000,,0,,,,,,,,,,,,,,,,,"100161,110003",
45270,,,,,,,,3,三菱電機,三菱電機 天井カセット4方向 ぐるっとスマート気流 2馬力 シングル 冷媒R32 スリムZR,1,,"PLZ-ZRMP50EFGV｜三菱電機 業務用エアコン スリムZR 天井カセット4方向 ぐるっとスマート気流 人感ムーブアイ 2馬力 シングル 超省エネ 三相200V ワイヤード｜販売価格:1,025,000｜「東京空調センター」では、業務用エアコンを驚きの価格でご提供いたします。日本全国送料無料です。",三菱電機 業務用エアコン スリムZR<br>天井カセット4方向 ぐるっとスマート気流 人感ムーブアイ 2馬力 シングル<br>超省エネ 三相200V ワイヤード,PLZ-ZRMP50EFGV,,,,"<img src=""https://www.tokyo-aircon.net/images/ind_aircon/ind-s200.png""><img src=""https://www.tokyo-aircon.net/images/ind_aircon/ind-wired.png"">",mitsubishi/201903/plz-zrmp50efgv.jpg,三菱電機 業務用エアコン スリムZR<br>天井カセット4方向 ぐるっとスマート気流 人感ムーブアイ 2馬力 シングル<br>超省エネ 三相200V ワイヤード,mitsubishi/201903/plz-zrmp50efgv.jpg,,gm4,"<ul class=""set_comment_list""><li>※パネル・リモコンを含む合計金額です</li></ul>",,,,,,,,"<p class=""poText"">PLZ-ZRMP50EFGVの能力は、2馬力程度となります。<br>同じ広さでもエアコンの効き具合は、使用条件や建物の構造により異なります。<br>各設置場所ごとの空調面積目安となりますので、ぜひご参考にご覧ください。</p><table cellspacing=""0"" cellpadding=""0"" class=""table_4""><tbody> <tr><th>用途</th><th>平米数</th><th>坪数</th><th>畳数</th> </tr> <tr><td>事務所・オフィス</td><td>26 - 39 m2</td><td>8 - 12 坪</td><td>16 - 24 畳</td> </tr> <tr><td>一般商店</td><td>20 - 29 m2</td><td>6 - 9 坪</td><td>12 - 18 畳</td> </tr> <tr><td>飲食店</td><td>12 - 20 m2</td><td>4 - 6 坪</td><td>8 - 12 畳</td> </tr> <tr><td>理容室・美容室</td><td>16 - 20 m2</td><td>5 - 6 坪</td><td>10 - 12 畳</td> </tr> <tr><td>病院・医院・学校</td><td>26 - 39 m2</td><td>8 - 12 坪</td><td>16 - 24 畳</td> </tr></tbody></table>",,,,"<div class=""table_airconStd""><table cellspacing=""0"" cellpadding=""0""><tbody><tr><th>室内機</th><td>PL-ZRP50EA7 x 1</td></tr><tr><th>室外機</th><td>PUZ-ZRMP50KA8 x 1</td></tr><tr><th>パネル</th><td>PLP-P160EWF3 x 1</td></tr><tr><th>リモコン</th><td>PAR-41MA x 1</td></tr><tr><th>左右ルーバユニット</th><td>PLP-U160ELR x 1</td></tr></tbody></table></div>",,,,0=出品,,,2,0,1,PLZ-ZRMP50EFGV,,1,,1107000,1107000,,0,,,,,,,,,,,,,,,,,"100161,110003",
45271,,,,,,,,3,三菱電機,三菱電機 天井カセット4方向 ぐるっとスマート気流 2.3馬力 シングル 冷媒R32 スリムZR,1,,"PLZ-ZRMP56SEFGV｜三菱電機 業務用エアコン スリムZR 天井カセット4方向 ぐるっとスマート気流 人感ムーブアイ 2.3馬力 シングル 超省エネ 単相200V ワイヤード｜販売価格:1,072,000｜「東京空調センター」では、業務用エアコンを驚きの価格でご提供いたします。日本全国送料無料です。",三菱電機 業務用エアコン スリムZR<br>天井カセット4方向 ぐるっとスマート気流 人感ムーブアイ 2.3馬力 シングル<br>超省エネ 単相200V ワイヤード,PLZ-ZRMP56SEFGV,,,,"<img src=""https://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""https://www.tokyo-aircon.net/images/ind_aircon/ind-wired.png"">",mitsubishi/201903/plz-zrmp56sefgv.jpg,三菱電機 業務用エアコン スリムZR<br>天井カセット4方向 ぐるっとスマート気流 人感ムーブアイ 2.3馬力 シングル<br>超省エネ 単相200V ワイヤード,mitsubishi/201903/plz-zrmp56sefgv.jpg,,gm4,"<ul class=""set_comment_list""><li>※パネル・リモコンを含む合計金額です</li></ul>",,,,,,,,"<p class=""poText"">PLZ-ZRMP56SEFGVの能力は、2.3馬力程度となります。<br>同じ広さでもエアコンの効き具合は、使用条件や建物の構造により異なります。<br>各設置場所ごとの空調面積目安となりますので、ぜひご参考にご覧ください。</p><table cellspacing=""0"" cellpadding=""0"" class=""table_4""><tbody> <tr><th>用途</th><th>平米数</th><th>坪数</th><th>畳数</th> </tr> <tr><td>事務所・オフィス</td><td>29 - 43 m2</td><td>9 - 13 坪</td><td>18 - 26 畳</td> </tr> <tr><td>一般商店</td><td>22 - 32 m2</td><td>7 - 10 坪</td><td>14 - 20 畳</td> </tr> <tr><td>飲食店</td><td>14 - 22 m2</td><td>4 - 7 坪</td><td>8 - 14 畳</td> </tr> <tr><td>理容室・美容室</td><td>17 - 22 m2</td><td>5 - 7 坪</td><td>10 - 14 畳</td> </tr> <tr><td>病院・医院・学校</td><td>29 - 43 m2</td><td>9 - 13 坪</td><td>18 - 26 畳</td> </tr></tbody></table>",,,,"<div class=""table_airconStd""><table cellspacing=""0"" cellpadding=""0""><tbody><tr><th>室内機</th><td>PL-ZRP56EA7 x 1</td></tr><tr><th>室外機</th><td>PUZ-ZRMP56SKA8 x 1</td></tr><tr><th>パネル</th><td>PLP-P160EWF3 x 1</td></tr><tr><th>リモコン</th><td>PAR-41MA x 1</td></tr><tr><th>左右ルーバユニット</th><td>PLP-U160ELR x 1</td></tr></tbody></table></div>",,,,0=出品,,,2,0,1,PLZ-ZRMP56SEFGV,,1,,1157760,1157760,,0,,,,,,,,,,,,,,,,,"100161,110004",
45272,,,,,,,,3,三菱電機,三菱電機 天井カセット4方向 ぐるっとスマート気流 2.3馬力 シングル 冷媒R32 スリムZR,1,,"PLZ-ZRMP56EFGV｜三菱電機 業務用エアコン スリムZR 天井カセット4方向 ぐるっとスマート気流 人感ムーブアイ 2.3馬力 シングル 超省エネ 三相200V ワイヤード｜販売価格:1,072,000｜「東京空調センター」では、業務用エアコンを驚きの価格でご提供いたします。日本全国送料無料です。",三菱電機 業務用エアコン スリムZR<br>天井カセット4方向 ぐるっとスマート気流 人感ムーブアイ 2.3馬力 シングル<br>超省エネ 三相200V ワイヤード,PLZ-ZRMP56EFGV,,,,"<img src=""https://www.tokyo-aircon.net/images/ind_aircon/ind-s200.png""><img src=""https://www.tokyo-aircon.net/images/ind_aircon/ind-wired.png"">",mitsubishi/201903/plz-zrmp56efgv.jpg,三菱電機 業務用エアコン スリムZR<br>天井カセット4方向 ぐるっとスマート気流 人感ムーブアイ 2.3馬力 シングル<br>超省エネ 三相200V ワイヤード,mitsubishi/201903/plz-zrmp56efgv.jpg,,gm4,"<ul class=""set_comment_list""><li>※パネル・リモコンを含む合計金額です</li></ul>",,,,,,,,"<p class=""poText"">PLZ-ZRMP56EFGVの能力は、2.3馬力程度となります。<br>同じ広さでもエアコンの効き具合は、使用条件や建物の構造により異なります。<br>各設置場所ごとの空調面積目安となりますので、ぜひご参考にご覧ください。</p><table cellspacing=""0"" cellpadding=""0"" class=""table_4""><tbody> <tr><th>用途</th><th>平米数</th><th>坪数</th><th>畳数</th> </tr> <tr><td>事務所・オフィス</td><td>29 - 43 m2</td><td>9 - 13 坪</td><td>18 - 26 畳</td> </tr> <tr><td>一般商店</td><td>22 - 32 m2</td><td>7 - 10 坪</td><td>14 - 20 畳</td> </tr> <tr><td>飲食店</td><td>14 - 22 m2</td><td>4 - 7 坪</td><td>8 - 14 畳</td> </tr> <tr><td>理容室・美容室</td><td>17 - 22 m2</td><td>5 - 7 坪</td><td>10 - 14 畳</td> </tr> <tr><td>病院・医院・学校</td><td>29 - 43 m2</td><td>9 - 13 坪</td><td>18 - 26 畳</td> </tr></tbody></table>",,,,"<div class=""table_airconStd""><table cellspacing=""0"" cellpadding=""0""><tbody><tr><th>室内機</th><td>PL-ZRP56EA7 x 1</td></tr><tr><th>室外機</th><td>PUZ-ZRMP56KA8 x 1</td></tr><tr><th>パネル</th><td>PLP-P160EWF3 x 1</td></tr><tr><th>リモコン</th><td>PAR-41MA x 1</td></tr><tr><th>左右ルーバユニット</th><td>PLP-U160ELR x 1</td></tr></tbody></table></div>",,,,0=出品,,,2,0,1,PLZ-ZRMP56EFGV,,1,,1157760,1157760,,0,,,,,,,,,,,,,,,,,"100161,110004",
45273,,,,,,,,3,三菱電機,三菱電機 天井カセット4方向 ぐるっとスマート気流 2.5馬力 シングル 冷媒R32 スリムZR,1,,"PLZ-ZRMP63SEFGV｜三菱電機 業務用エアコン スリムZR 天井カセット4方向 ぐるっとスマート気流 人感ムーブアイ 2.5馬力 シングル 超省エネ 単相200V ワイヤード｜販売価格:1,127,000｜「東京空調センター」では、業務用エアコンを驚きの価格でご提供いたします。日本全国送料無料です。",三菱電機 業務用エアコン スリムZR<br>天井カセット4方向 ぐるっとスマート気流 人感ムーブアイ 2.5馬力 シングル<br>超省エネ 単相200V ワイヤード,PLZ-ZRMP63SEFGV,,,,"<img src=""https://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""https://www.tokyo-aircon.net/images/ind_aircon/ind-wired.png"">",mitsubishi/201903/plz-zrmp63sefgv.jpg,三菱電機 業務用エアコン スリムZR<br>天井カセット4方向 ぐるっとスマート気流 人感ムーブアイ 2.5馬力 シングル<br>超省エネ 単相200V ワイヤード,mitsubishi/201903/plz-zrmp63sefgv.jpg,,gm4,"<ul class=""set_comment_list""><li>※パネル・リモコンを含む合計金額です</li></ul>",,,,,,,,"<p class=""poText"">PLZ-ZRMP63SEFGVの能力は、2.5馬力程度となります。<br>同じ広さでもエアコンの効き具合は、使用条件や建物の構造により異なります。<br>各設置場所ごとの空調面積目安となりますので、ぜひご参考にご覧ください。</p><table cellspacing=""0"" cellpadding=""0"" class=""table_4""><tbody> <tr><th>用途</th><th>平米数</th><th>坪数</th><th>畳数</th> </tr> <tr><td>事務所・オフィス</td><td>33 - 49 m2</td><td>10 - 15 坪</td><td>20 - 30 畳</td> </tr> <tr><td>一般商店</td><td>24 - 36 m2</td><td>7 - 11 坪</td><td>14 - 22 畳</td> </tr> <tr><td>飲食店</td><td>15 - 24 m2</td><td>5 - 7 坪</td><td>10 - 14 畳</td> </tr> <tr><td>理容室・美容室</td><td>19 - 24 m2</td><td>6 - 7 坪</td><td>12 - 14 畳</td> </tr> <tr><td>病院・医院・学校</td><td>33 - 49 m2</td><td>10 - 15 坪</td><td>20 - 30 畳</td> </tr></tbody></table>",,,,"<div class=""table_airconStd""><table cellspacing=""0"" cellpadding=""0""><tbody><tr><th>室内機</th><td>PL-ZRP63EA7 x 1</td></tr><tr><th>室外機</th><td>PUZ-ZRMP63SKA8 x 1</td></tr><tr><th>パネル</th><td>PLP-P160EWF3 x 1</td></tr><tr><th>リモコン</th><td>PAR-41MA x 1</td></tr><tr><th>左右ルーバユニット</th><td>PLP-U160ELR x 1</td></tr></tbody></table></div>",,,,0=出品,,,2,0,1,PLZ-ZRMP63SEFGV,,1,,1217160,1217160,,0,,,,,,,,,,,,,,,,,"100161,110005",
