商品ID,商品規格ID,親規格組合わせID,規格組合わせID,親規格分類ID,規格分類ID,親規格分類名,規格分類名,メーカーID,メーカー名,商品名,表示ステータス(公開・非公開),メーカーURL(コメント1),コメント2,検索ワード(コメント3),コメント4,コメント5,コメント6,備考欄(SHOP専用),一覧-メインコメント,一覧-メイン画像,詳細-メインコメント,詳細-メイン画像,詳細-メイン拡大画像,詳細-サブタイトル(1),詳細-サブコメント(1),詳細-サブ画像(1),詳細-サブ拡大画像(1),詳細-サブタイトル(2),詳細-サブコメント(2),詳細-サブ画像(2),詳細-サブ拡大画像(2),詳細-サブタイトル(3),詳細-サブコメント(3),詳細-サブ画像(3),詳細-サブ拡大画像(3),詳細-サブタイトル(4),詳細-サブコメント(4),詳細-サブ画像(4),詳細-サブ拡大画像(4),詳細-サブタイトル(5),詳細-サブコメント(5),詳細-サブ画像(5),詳細-サブ拡大画像(5),発送日目安ID,削除フラグ,商品種別ID,商品コード,在庫数,在庫無制限フラグ,購入制限数,通常価格,販売価格,送料,ポイント付与率,ダウンロードファイル名,ダウンロード実ファイル,関連商品ID(1),関連商品コメント(1),関連商品ID(2),関連商品コメント(2),関連商品ID(3),関連商品コメント(3),関連商品ID(4),関連商品コメント(4),関連商品ID(5),関連商品コメント(5),関連商品ID(6),関連商品コメント(6),商品ステータス,商品ステータス名,カテゴリID,カテゴリ名
500633,,,,,,,,3,三菱電機,【三菱電機 霧ケ峰】 1方向小能力天井カセット形 6畳程度 シングル,1,,"MLZ-225AS-wood｜【三菱電機 ハウジングエアコン 霧ケ峰】 1方向小能力天井カセット形 6畳程度 シングル 単相200V 室内・室外選択 ワイヤレス｜販売価格:424,440｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【三菱電機 ハウジングエアコン 霧ケ峰】<br>1方向小能力天井カセット形 6畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス,MLZ-225AS-wood,"板目,柾目",,"室外電源,室内電源","<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",mitsubishi_housing/201504/mlz-225as-wood.jpg,"【三菱電機 ハウジングエアコン 霧ケ峰】<br>1方向小能力天井カセット形 6畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",mitsubishi_housing/201504/mlz-225as-wood.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,mitsubishi_housing/201504/sub/mulz-225as.jpg,,,,mitsubishi_housing/201504/sub/rc.jpg,,,,mitsubishi_housing/201504/sub/panel2.jpg,,"<div class=""set"">▼セット内容<br />室内機：MLZ-225AS-IN x 1<br />室外機：MULZ-225AS x 1<br />リモコン：同梱リモコン x 1<br />パネル：MAC-M05PW x 1<br /></div>",,,,,,,2,0,1,MLZ-225AS-wood,,1,,424440,424440,,0,,,,,,,,,,,,,,,,,"200141,210003",
500634,,,,,,,,3,三菱電機,【三菱電機 霧ケ峰】 1方向小能力天井カセット形 8畳程度 シングル,1,,"MLZ-255AS-wood｜【三菱電機 ハウジングエアコン 霧ケ峰】 1方向小能力天井カセット形 8畳程度 シングル 単相200V 室内・室外選択 ワイヤレス｜販売価格:440,640｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【三菱電機 ハウジングエアコン 霧ケ峰】<br>1方向小能力天井カセット形 8畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス,MLZ-255AS-wood,"板目,柾目",,"室外電源,室内電源","<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",mitsubishi_housing/201504/mlz-255as-wood.jpg,"【三菱電機 ハウジングエアコン 霧ケ峰】<br>1方向小能力天井カセット形 8畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",mitsubishi_housing/201504/mlz-255as-wood.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,mitsubishi_housing/201504/sub/mulz-255as.jpg,,,,mitsubishi_housing/201504/sub/rc.jpg,,,,mitsubishi_housing/201504/sub/panel2.jpg,,"<div class=""set"">▼セット内容<br />室内機：MLZ-255AS-IN x 1<br />室外機：MULZ-255AS x 1<br />リモコン：同梱リモコン x 1<br />パネル：MAC-M05PW x 1<br /></div>",,,,,,,2,0,1,MLZ-255AS-wood,,1,,440640,440640,,0,,,,,,,,,,,,,,,,,"200141,210004",
500635,,,,,,,,3,三菱電機,【三菱電機 霧ケ峰】 1方向小能力天井カセット形 6畳程度 システムマルチ 室内ユニット,1,,"MLZ-225AS-IN-wood｜【三菱電機 ハウジングエアコン 霧ケ峰】 1方向小能力天井カセット形 6畳程度 システムマルチ室内ユニット 単相200V 室内・室外選択 ワイヤレス｜販売価格:201,960｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【三菱電機 ハウジングエアコン 霧ケ峰】<br>1方向小能力天井カセット形 6畳程度<br>システムマルチ室内ユニット 単相200V 室内・室外選択 ワイヤレス,MLZ-225AS-IN-wood,"板目,柾目",,"室外電源,室内電源","<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",mitsubishi_housing/201504/mlz-225as-in-wood.jpg,"【三菱電機 ハウジングエアコン 霧ケ峰】<br>1方向小能力天井カセット形 6畳程度<br>システムマルチ室内ユニット 単相200V 室内・室外選択 ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",mitsubishi_housing/201504/mlz-225as-in-wood.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,housing-in-ng.jpg,,,,mitsubishi_housing/201504/sub/rc.jpg,,,,mitsubishi_housing/201504/sub/panel2.jpg,,"<div class=""set"">▼セット内容<br />室内機：MLZ-225AS-IN x 1<br />リモコン：同梱リモコン x 1<br />パネル：MAC-M05PW x 1<br /></div>",,,,,,,2,0,1,MLZ-225AS-IN-wood,,1,,201960,201960,,0,,,,,,,,,,,,,,,,,"200150,210273",
500636,,,,,,,,3,三菱電機,【三菱電機 霧ケ峰】 1方向小能力天井カセット形 8畳程度 システムマルチ 室内ユニット,1,,"MLZ-255AS-IN-wood｜【三菱電機 ハウジングエアコン 霧ケ峰】 1方向小能力天井カセット形 8畳程度 システムマルチ室内ユニット 単相200V 室内・室外選択 ワイヤレス｜販売価格:212,760｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【三菱電機 ハウジングエアコン 霧ケ峰】<br>1方向小能力天井カセット形 8畳程度<br>システムマルチ室内ユニット 単相200V 室内・室外選択 ワイヤレス,MLZ-255AS-IN-wood,"板目,柾目",,"室外電源,室内電源","<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",mitsubishi_housing/201504/mlz-255as-in-wood.jpg,"【三菱電機 ハウジングエアコン 霧ケ峰】<br>1方向小能力天井カセット形 8畳程度<br>システムマルチ室内ユニット 単相200V 室内・室外選択 ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",mitsubishi_housing/201504/mlz-255as-in-wood.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,housing-in-ng.jpg,,,,mitsubishi_housing/201504/sub/rc.jpg,,,,mitsubishi_housing/201504/sub/panel2.jpg,,"<div class=""set"">▼セット内容<br />室内機：MLZ-255AS-IN x 1<br />リモコン：同梱リモコン x 1<br />パネル：MAC-M05PW x 1<br /></div>",,,,,,,2,0,1,MLZ-255AS-IN-wood,,1,,212760,212760,,0,,,,,,,,,,,,,,,,,"200150,210274",
500637,,,,,,,,3,三菱電機,【三菱電機 霧ケ峰】 1方向天井カセット形 10畳程度 シングル HXシリーズ,1,,"MLZ-HX285S-wood｜【三菱電機 ハウジングエアコン 霧ケ峰】 1方向天井カセット形 10畳程度 シングル 単相200V 室内・室外選択 ワイヤレス HXシリーズ｜販売価格:505,440｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【三菱電機 ハウジングエアコン 霧ケ峰】<br>1方向天井カセット形 10畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス HXシリーズ,MLZ-HX285S-wood,"板目,柾目",,"室外電源,室内電源","<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",mitsubishi_housing/201504/mlz-hx285s-wood.jpg,"【三菱電機 ハウジングエアコン 霧ケ峰】<br>1方向天井カセット形 10畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス HXシリーズ<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",mitsubishi_housing/201504/mlz-hx285s-wood.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,mitsubishi_housing/201504/sub/mulz-hx285s.jpg,,,,mitsubishi_housing/201504/sub/rc.jpg,,,,mitsubishi_housing/201504/sub/panel2.jpg,,"<div class=""set"">▼セット内容<br />室内機：MLZ-HX285S-IN x 1<br />室外機：MULZ-HX285S x 1<br />リモコン：同梱リモコン x 1<br />パネル：MAC-D07PM x 1<br /></div>",,,,,,,2,0,1,MLZ-HX285S-wood,,1,,505440,505440,,0,,,,,,,,,,,,,,,,,"200141,210005",
500638,,,,,,,,3,三菱電機,【三菱電機 霧ケ峰】 1方向天井カセット形 14畳程度 シングル HXシリーズ,1,,"MLZ-HX405S-wood｜【三菱電機 ハウジングエアコン 霧ケ峰】 1方向天井カセット形 14畳程度 シングル 単相200V 室内・室外選択 ワイヤレス HXシリーズ｜販売価格:602,640｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【三菱電機 ハウジングエアコン 霧ケ峰】<br>1方向天井カセット形 14畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス HXシリーズ,MLZ-HX405S-wood,"板目,柾目",,"室外電源,室内電源","<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",mitsubishi_housing/201504/mlz-hx405s-wood.jpg,"【三菱電機 ハウジングエアコン 霧ケ峰】<br>1方向天井カセット形 14畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス HXシリーズ<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",mitsubishi_housing/201504/mlz-hx405s-wood.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,mitsubishi_housing/201504/sub/mulz-hx405s.jpg,,,,mitsubishi_housing/201504/sub/rc.jpg,,,,mitsubishi_housing/201504/sub/panel2.jpg,,"<div class=""set"">▼セット内容<br />室内機：MLZ-HX405S-IN x 1<br />室外機：MULZ-HX405S x 1<br />リモコン：同梱リモコン x 1<br />パネル：MAC-D07PM x 1<br /></div>",,,,,,,2,0,1,MLZ-HX405S-wood,,1,,602640,602640,,0,,,,,,,,,,,,,,,,,"200141,210007",
500639,,,,,,,,3,三菱電機,【三菱電機 霧ケ峰】 1方向天井カセット形 18畳程度 シングル HXシリーズ,1,,"MLZ-HX565S-wood｜【三菱電機 ハウジングエアコン 霧ケ峰】 1方向天井カセット形 18畳程度 シングル 単相200V 室内・室外選択 ワイヤレス HXシリーズ｜販売価格:811,080｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【三菱電機 ハウジングエアコン 霧ケ峰】<br>1方向天井カセット形 18畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス HXシリーズ,MLZ-HX565S-wood,"板目,柾目",,"室外電源,室内電源","<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",mitsubishi_housing/201504/mlz-hx565s-wood.jpg,"【三菱電機 ハウジングエアコン 霧ケ峰】<br>1方向天井カセット形 18畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス HXシリーズ<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",mitsubishi_housing/201504/mlz-hx565s-wood.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,mitsubishi_housing/201504/sub/mulz-hx565s.jpg,,,,mitsubishi_housing/201504/sub/rc.jpg,,,,mitsubishi_housing/201504/sub/panel2.jpg,,"<div class=""set"">▼セット内容<br />室内機：MLZ-HX565S-IN x 1<br />室外機：MULZ-HX565S x 1<br />リモコン：同梱リモコン x 1<br />パネル：MAC-D07PM x 1<br /></div>",,,,,,,2,0,1,MLZ-HX565S-wood,,1,,811080,811080,,0,,,,,,,,,,,,,,,,,"200141,210014",
500640,,,,,,,,3,三菱電機,【三菱電機 霧ケ峰】 1方向天井カセット形 10畳程度 シングル RXシリーズ,1,,"MLZ-RX285AS｜【三菱電機 ハウジングエアコン 霧ケ峰】 1方向天井カセット形 10畳程度 シングル 単相200V 室内・室外選択 ワイヤレス RXシリーズ｜販売価格:456,840｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【三菱電機 ハウジングエアコン 霧ケ峰】<br>1方向天井カセット形 10畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス RXシリーズ,MLZ-RX285AS,"ホワイト,ベージュ",,"室外電源,室内電源","<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",mitsubishi_housing/201504/mlz-rx285as.jpg,"【三菱電機 ハウジングエアコン 霧ケ峰】<br>1方向天井カセット形 10畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス RXシリーズ<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",mitsubishi_housing/201504/mlz-rx285as.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,mitsubishi_housing/201504/sub/mulz-rx285as.jpg,,,,mitsubishi_housing/201504/sub/rc.jpg,,,,mitsubishi_housing/201504/sub/panel1.jpg,,"<div class=""set"">▼セット内容<br />室内機：MLZ-RX285AS-IN x 1<br />室外機：MULZ-RX285AS x 1<br />リモコン：同梱リモコン x 1<br />パネル：MAC-D05PW x 1<br /></div>",,,,,,,2,0,1,MLZ-RX285AS,,1,,456840,456840,,0,,,,,,,,,,,,,,,,,"200141,210005",
500641,,,,,,,,3,三菱電機,【三菱電機 霧ケ峰】 1方向天井カセット形 12畳程度 シングル RXシリーズ,1,,"MLZ-RX365AS｜【三菱電機 ハウジングエアコン 霧ケ峰】 1方向天井カセット形 12畳程度 シングル 単相200V 室内・室外選択 ワイヤレス RXシリーズ｜販売価格:505,440｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【三菱電機 ハウジングエアコン 霧ケ峰】<br>1方向天井カセット形 12畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス RXシリーズ,MLZ-RX365AS,"ホワイト,ベージュ",,"室外電源,室内電源","<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",mitsubishi_housing/201504/mlz-rx365as.jpg,"【三菱電機 ハウジングエアコン 霧ケ峰】<br>1方向天井カセット形 12畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス RXシリーズ<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",mitsubishi_housing/201504/mlz-rx365as.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,mitsubishi_housing/201504/sub/mulz-rx365as.jpg,,,,mitsubishi_housing/201504/sub/rc.jpg,,,,mitsubishi_housing/201504/sub/panel1.jpg,,"<div class=""set"">▼セット内容<br />室内機：MLZ-RX365AS-IN x 1<br />室外機：MULZ-RX365AS x 1<br />リモコン：同梱リモコン x 1<br />パネル：MAC-D05PW x 1<br /></div>",,,,,,,2,0,1,MLZ-RX365AS,,1,,505440,505440,,0,,,,,,,,,,,,,,,,,"200141,210006",
500642,,,,,,,,3,三菱電機,【三菱電機 霧ケ峰】 1方向天井カセット形 14畳程度 シングル RXシリーズ,1,,"MLZ-RX405AS｜【三菱電機 ハウジングエアコン 霧ケ峰】 1方向天井カセット形 14畳程度 シングル 単相200V 室内・室外選択 ワイヤレス RXシリーズ｜販売価格:554,040｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【三菱電機 ハウジングエアコン 霧ケ峰】<br>1方向天井カセット形 14畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス RXシリーズ,MLZ-RX405AS,"ホワイト,ベージュ",,"室外電源,室内電源","<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",mitsubishi_housing/201504/mlz-rx405as.jpg,"【三菱電機 ハウジングエアコン 霧ケ峰】<br>1方向天井カセット形 14畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス RXシリーズ<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",mitsubishi_housing/201504/mlz-rx405as.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,mitsubishi_housing/201504/sub/mulz-rx405as.jpg,,,,mitsubishi_housing/201504/sub/rc.jpg,,,,mitsubishi_housing/201504/sub/panel1.jpg,,"<div class=""set"">▼セット内容<br />室内機：MLZ-RX405AS-IN x 1<br />室外機：MULZ-RX405AS x 1<br />リモコン：同梱リモコン x 1<br />パネル：MAC-D05PW x 1<br /></div>",,,,,,,2,0,1,MLZ-RX405AS,,1,,554040,554040,,0,,,,,,,,,,,,,,,,,"200141,210007",
500643,,,,,,,,3,三菱電機,【三菱電機 霧ケ峰】 1方向天井カセット形 16畳程度 シングル RXシリーズ,1,,"MLZ-RX505AS｜【三菱電機 ハウジングエアコン 霧ケ峰】 1方向天井カセット形 16畳程度 シングル 単相200V 室内・室外選択 ワイヤレス RXシリーズ｜販売価格:632,880｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【三菱電機 ハウジングエアコン 霧ケ峰】<br>1方向天井カセット形 16畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス RXシリーズ,MLZ-RX505AS,"ホワイト,ベージュ",,"室外電源,室内電源","<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",mitsubishi_housing/201504/mlz-rx505as.jpg,"【三菱電機 ハウジングエアコン 霧ケ峰】<br>1方向天井カセット形 16畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス RXシリーズ<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",mitsubishi_housing/201504/mlz-rx505as.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,mitsubishi_housing/201504/sub/mulz-rx505as.jpg,,,,mitsubishi_housing/201504/sub/rc.jpg,,,,mitsubishi_housing/201504/sub/panel1.jpg,,"<div class=""set"">▼セット内容<br />室内機：MLZ-RX505AS-IN x 1<br />室外機：MULZ-RX505AS x 1<br />リモコン：同梱リモコン x 1<br />パネル：MAC-D05PW x 1<br /></div>",,,,,,,2,0,1,MLZ-RX505AS,,1,,632880,632880,,0,,,,,,,,,,,,,,,,,"200141,210010",
500644,,,,,,,,3,三菱電機,【三菱電機 霧ケ峰】 1方向天井カセット形 18畳程度 シングル RXシリーズ,1,,"MLZ-RX565AS｜【三菱電機 ハウジングエアコン 霧ケ峰】 1方向天井カセット形 18畳程度 シングル 単相200V 室内・室外選択 ワイヤレス RXシリーズ｜販売価格:740,880｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【三菱電機 ハウジングエアコン 霧ケ峰】<br>1方向天井カセット形 18畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス RXシリーズ,MLZ-RX565AS,"ホワイト,ベージュ",,"室外電源,室内電源","<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",mitsubishi_housing/201504/mlz-rx565as.jpg,"【三菱電機 ハウジングエアコン 霧ケ峰】<br>1方向天井カセット形 18畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス RXシリーズ<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",mitsubishi_housing/201504/mlz-rx565as.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,mitsubishi_housing/201504/sub/mulz-rx565as.jpg,,,,mitsubishi_housing/201504/sub/rc.jpg,,,,mitsubishi_housing/201504/sub/panel1.jpg,,"<div class=""set"">▼セット内容<br />室内機：MLZ-RX565AS-IN x 1<br />室外機：MULZ-RX565AS x 1<br />リモコン：同梱リモコン x 1<br />パネル：MAC-D05PW x 1<br /></div>",,,,,,,2,0,1,MLZ-RX565AS,,1,,740880,740880,,0,,,,,,,,,,,,,,,,,"200141,210014",
500645,,,,,,,,3,三菱電機,【三菱電機 霧ケ峰】 1方向天井カセット形 20畳程度 シングル RXシリーズ,1,,"MLZ-RX635AS｜【三菱電機 ハウジングエアコン 霧ケ峰】 1方向天井カセット形 20畳程度 シングル 単相200V 室内・室外選択 ワイヤレス RXシリーズ｜販売価格:848,880｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【三菱電機 ハウジングエアコン 霧ケ峰】<br>1方向天井カセット形 20畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス RXシリーズ,MLZ-RX635AS,"ホワイト,ベージュ",,"室外電源,室内電源","<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",mitsubishi_housing/201504/mlz-rx635as.jpg,"【三菱電機 ハウジングエアコン 霧ケ峰】<br>1方向天井カセット形 20畳程度<br>シングル 単相200V 室内・室外選択 ワイヤレス RXシリーズ<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",mitsubishi_housing/201504/mlz-rx635as.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,mitsubishi_housing/201504/sub/mulz-rx635as.jpg,,,,mitsubishi_housing/201504/sub/rc.jpg,,,,mitsubishi_housing/201504/sub/panel1.jpg,,"<div class=""set"">▼セット内容<br />室内機：MLZ-RX635AS-IN x 1<br />室外機：MULZ-RX635AS x 1<br />リモコン：同梱リモコン x 1<br />パネル：MAC-D05PW x 1<br /></div>",,,,,,,2,0,1,MLZ-RX635AS,,1,,848880,848880,,0,,,,,,,,,,,,,,,,,"200141,210016",
